"행정구역별(시군구)","성별","경제활동별","항목","단위","2015 년",
"청도군","여자","일하였음","75~79세","","755",
"청도군","여자","일하였음","80~84세","","258",
"청도군","여자","일하였음","85세 이상","","64",
"청도군","여자","일하지않았음","60세 이상-계","","5536",
"청도군","여자","일하지않았음","60~64세","","648",
"청도군","여자","일하지않았음","65~69세","","584",
"청도군","여자","일하지않았음","70~74세","","896",
"청도군","여자","일하지않았음","75~79세","","1262",
"청도군","여자","일하지않았음","80~84세","","1242",
"청도군","여자","일하지않았음","85세 이상","","904",
"고령군","계","계","60세 이상-계","","10809",
"고령군","계","계","60~64세","","2591",
"고령군","계","계","65~69세","","2204",
"고령군","계","계","70~74세","","2004",
"고령군","계","계","75~79세","","1983",
"고령군","계","계","80~84세","","1289",
"고령군","계","계","85세 이상","","738",
"고령군","계","일하였음","60세 이상-계","","4623",
"고령군","계","일하였음","60~64세","","1764",
"고령군","계","일하였음","65~69세","","1095",
"고령군","계","일하였음","70~74세","","885",
"고령군","계","일하였음","75~79세","","648",
"고령군","계","일하였음","80~84세","","210",
"고령군","계","일하였음","85세 이상","","21",
"고령군","계","일하지않았음","60세 이상-계","","6186",
"고령군","계","일하지않았음","60~64세","","827",
"고령군","계","일하지않았음","65~69세","","1109",
"고령군","계","일하지않았음","70~74세","","1119",
"고령군","계","일하지않았음","75~79세","","1335",
"고령군","계","일하지않았음","80~84세","","1079",
"고령군","계","일하지않았음","85세 이상","","717",
"고령군","남자","계","60세 이상-계","","4549",
"고령군","남자","계","60~64세","","1267",
"고령군","남자","계","65~69세","","1053",
"고령군","남자","계","70~74세","","805",
"고령군","남자","계","75~79세","","799",
"고령군","남자","계","80~84세","","429",
"고령군","남자","계","85세 이상","","196",
"고령군","남자","일하였음","60세 이상-계","","2573",
"고령군","남자","일하였음","60~64세","","976",
"고령군","남자","일하였음","65~69세","","619",
"고령군","남자","일하였음","70~74세","","479",
"고령군","남자","일하였음","75~79세","","379",
"고령군","남자","일하였음","80~84세","","108",
"고령군","남자","일하였음","85세 이상","","12",
"고령군","남자","일하지않았음","60세 이상-계","","1976",
"고령군","남자","일하지않았음","60~64세","","291",
"고령군","남자","일하지않았음","65~69세","","434",
"고령군","남자","일하지않았음","70~74세","","326",
"고령군","남자","일하지않았음","75~79세","","420",
"고령군","남자","일하지않았음","80~84세","","321",
"고령군","남자","일하지않았음","85세 이상","","184",
"고령군","여자","계","60세 이상-계","","6260",
"고령군","여자","계","60~64세","","1324",
"고령군","여자","계","65~69세","","1151",
"고령군","여자","계","70~74세","","1199",
"고령군","여자","계","75~79세","","1184",
"고령군","여자","계","80~84세","","860",
"고령군","여자","계","85세 이상","","542",
"고령군","여자","일하였음","60세 이상-계","","2050",
"고령군","여자","일하였음","60~64세","","788",
"고령군","여자","일하였음","65~69세","","476",
"고령군","여자","일하였음","70~74세","","406",
"고령군","여자","일하였음","75~79세","","269",
"고령군","여자","일하였음","80~84세","","102",
"고령군","여자","일하였음","85세 이상","","9",
"고령군","여자","일하지않았음","60세 이상-계","","4210",
"고령군","여자","일하지않았음","60~64세","","536",
"고령군","여자","일하지않았음","65~69세","","675",
"고령군","여자","일하지않았음","70~74세","","793",
"고령군","여자","일하지않았음","75~79세","","915",
"고령군","여자","일하지않았음","80~84세","","758",
"고령군","여자","일하지않았음","85세 이상","","533",
"성주군","계","계","60세 이상-계","","14729",
"성주군","계","계","60~64세","","3657",
"성주군","계","계","65~69세","","3150",
"성주군","계","계","70~74세","","2620",
"성주군","계","계","75~79세","","2439",
"성주군","계","계","80~84세","","1764",
"성주군","계","계","85세 이상","","1099",
"성주군","계","일하였음","60세 이상-계","","7384",
"성주군","계","일하였음","60~64세","","2818",
"성주군","계","일하였음","65~69세","","2070",
"성주군","계","일하였음","70~74세","","1334",
"성주군","계","일하였음","75~79세","","806",
"성주군","계","일하였음","80~84세","","308",
"성주군","계","일하였음","85세 이상","","48",
"성주군","계","일하지않았음","60세 이상-계","","7345",
"성주군","계","일하지않았음","60~64세","","839",
"성주군","계","일하지않았음","65~69세","","1080",
"성주군","계","일하지않았음","70~74세","","1286",
"성주군","계","일하지않았음","75~79세","","1633",
"성주군","계","일하지않았음","80~84세","","1456",
"성주군","계","일하지않았음","85세 이상","","1051",
"성주군","남자","계","60세 이상-계","","6321",
"성주군","남자","계","60~64세","","1781",
"성주군","남자","계","65~69세","","1535",
"성주군","남자","계","70~74세","","1190",
"성주군","남자","계","75~79세","","983",
"성주군","남자","계","80~84세","","553",
"성주군","남자","계","85세 이상","","279",
"성주군","남자","일하였음","60세 이상-계","","4096",
"성주군","남자","일하였음","60~64세","","1471",
"성주군","남자","일하였음","65~69세","","1169",
"성주군","남자","일하였음","70~74세","","764",
"성주군","남자","일하였음","75~79세","","471",
"성주군","남자","일하였음","80~84세","","189",
"성주군","남자","일하였음","85세 이상","","32",
"성주군","남자","일하지않았음","60세 이상-계","","2225",
"성주군","남자","일하지않았음","60~64세","","310",
"성주군","남자","일하지않았음","65~69세","","366",
"성주군","남자","일하지않았음","70~74세","","426",
"성주군","남자","일하지않았음","75~79세","","512",
"성주군","남자","일하지않았음","80~84세","","364",
"성주군","남자","일하지않았음","85세 이상","","247",
"성주군","여자","계","60세 이상-계","","8408",
"성주군","여자","계","60~64세","","1876",
"성주군","여자","계","65~69세","","1615",
"성주군","여자","계","70~74세","","1430",
"성주군","여자","계","75~79세","","1456",
"성주군","여자","계","80~84세","","1211",
"성주군","여자","계","85세 이상","","820",
"성주군","여자","일하였음","60세 이상-계","","3288",
"성주군","여자","일하였음","60~64세","","1347",
"성주군","여자","일하였음","65~69세","","901",
"성주군","여자","일하였음","70~74세","","570",
"성주군","여자","일하였음","75~79세","","335",
"성주군","여자","일하였음","80~84세","","119",
"성주군","여자","일하였음","85세 이상","","16",
"성주군","여자","일하지않았음","60세 이상-계","","5120",
"성주군","여자","일하지않았음","60~64세","","529",
"성주군","여자","일하지않았음","65~69세","","714",
"성주군","여자","일하지않았음","70~74세","","860",
"성주군","여자","일하지않았음","75~79세","","1121",
"성주군","여자","일하지않았음","80~84세","","1092",
"성주군","여자","일하지않았음","85세 이상","","804",
"칠곡군","계","계","60세 이상-계","","19973",
"칠곡군","계","계","60~64세","","5311",
"칠곡군","계","계","65~69세","","4053",
"칠곡군","계","계","70~74세","","3752",
"칠곡군","계","계","75~79세","","3422",
"칠곡군","계","계","80~84세","","2135",
"칠곡군","계","계","85세 이상","","1300",
"칠곡군","계","일하였음","60세 이상-계","","7001",
"칠곡군","계","일하였음","60~64세","","3028",
"칠곡군","계","일하였음","65~69세","","1746",
"칠곡군","계","일하였음","70~74세","","1193",
"칠곡군","계","일하였음","75~79세","","751",
"칠곡군","계","일하였음","80~84세","","261",
"칠곡군","계","일하였음","85세 이상","","22",
"칠곡군","계","일하지않았음","60세 이상-계","","12972",
"칠곡군","계","일하지않았음","60~64세","","2283",
"칠곡군","계","일하지않았음","65~69세","","2307",
"칠곡군","계","일하지않았음","70~74세","","2559",
"칠곡군","계","일하지않았음","75~79세","","2671",
"칠곡군","계","일하지않았음","80~84세","","1874",
"칠곡군","계","일하지않았음","85세 이상","","1278",
"칠곡군","남자","계","60세 이상-계","","8416",
"칠곡군","남자","계","60~64세","","2609",
"칠곡군","남자","계","65~69세","","1919",
"칠곡군","남자","계","70~74세","","1565",
"칠곡군","남자","계","75~79세","","1257",
"칠곡군","남자","계","80~84세","","761",
"칠곡군","남자","계","85세 이상","","305",
"칠곡군","남자","일하였음","60세 이상-계","","4093",
"칠곡군","남자","일하였음","60~64세","","1796",
"칠곡군","남자","일하였음","65~69세","","1069",
"칠곡군","남자","일하였음","70~74세","","628",
"칠곡군","남자","일하였음","75~79세","","453",
"칠곡군","남자","일하였음","80~84세","","136",
"칠곡군","남자","일하였음","85세 이상","","11",
"칠곡군","남자","일하지않았음","60세 이상-계","","4323",
"칠곡군","남자","일하지않았음","60~64세","","813",
"칠곡군","남자","일하지않았음","65~69세","","850",
"칠곡군","남자","일하지않았음","70~74세","","937",
"칠곡군","남자","일하지않았음","75~79세","","804",
"칠곡군","남자","일하지않았음","80~84세","","625",
"칠곡군","남자","일하지않았음","85세 이상","","294",
"칠곡군","여자","계","60세 이상-계","","11557",
"칠곡군","여자","계","60~64세","","2702",
"칠곡군","여자","계","65~69세","","2134",
"칠곡군","여자","계","70~74세","","2187",
"칠곡군","여자","계","75~79세","","2165",
"칠곡군","여자","계","80~84세","","1374",
"칠곡군","여자","계","85세 이상","","995",
"칠곡군","여자","일하였음","60세 이상-계","","2908",
"칠곡군","여자","일하였음","60~64세","","1232",
"칠곡군","여자","일하였음","65~69세","","677",
"칠곡군","여자","일하였음","70~74세","","565",
"칠곡군","여자","일하였음","75~79세","","298",
"칠곡군","여자","일하였음","80~84세","","125",
"칠곡군","여자","일하였음","85세 이상","","11",
"칠곡군","여자","일하지않았음","60세 이상-계","","8649",
"칠곡군","여자","일하지않았음","60~64세","","1470",
"칠곡군","여자","일하지않았음","65~69세","","1457",
"칠곡군","여자","일하지않았음","70~74세","","1622",
"칠곡군","여자","일하지않았음","75~79세","","1867",
"칠곡군","여자","일하지않았음","80~84세","","1249",
"칠곡군","여자","일하지않았음","85세 이상","","984",
"예천군","계","계","60세 이상-계","","18057",
"예천군","계","계","60~64세","","3642",
"예천군","계","계","65~69세","","3317",
"예천군","계","계","70~74세","","3688",
"예천군","계","계","75~79세","","3606",
"예천군","계","계","80~84세","","2287",
"예천군","계","계","85세 이상","","1517",
"예천군","계","일하였음","60세 이상-계","","9949",
"예천군","계","일하였음","60~64세","","2687",
"예천군","계","일하였음","65~69세","","2361",
"예천군","계","일하였음","70~74세","","2346",
"예천군","계","일하였음","75~79세","","1804",
"예천군","계","일하였음","80~84세","","616",
"예천군","계","일하였음","85세 이상","","135",
"예천군","계","일하지않았음","60세 이상-계","","8108",
"예천군","계","일하지않았음","60~64세","","955",
"예천군","계","일하지않았음","65~69세","","956",
"예천군","계","일하지않았음","70~74세","","1342",
"예천군","계","일하지않았음","75~79세","","1802",
"예천군","계","일하지않았음","80~84세","","1671",
"예천군","계","일하지않았음","85세 이상","","1382",
"예천군","남자","계","60세 이상-계","","7498",
"예천군","남자","계","60~64세","","1768",
"예천군","남자","계","65~69세","","1526",
"예천군","남자","계","70~74세","","1616",
"예천군","남자","계","75~79세","","1394",
"예천군","남자","계","80~84세","","816",
"예천군","남자","계","85세 이상","","378",
"예천군","남자","일하였음","60세 이상-계","","5088",
"예천군","남자","일하였음","60~64세","","1426",
"예천군","남자","일하였음","65~69세","","1170",
"예천군","남자","일하였음","70~74세","","1211",
"예천군","남자","일하였음","75~79세","","914",
"예천군","남자","일하였음","80~84세","","311",
"예천군","남자","일하였음","85세 이상","","56",
"예천군","남자","일하지않았음","60세 이상-계","","2410",
"예천군","남자","일하지않았음","60~64세","","342",
"예천군","남자","일하지않았음","65~69세","","356",
"예천군","남자","일하지않았음","70~74세","","405",
"예천군","남자","일하지않았음","75~79세","","480",
"예천군","남자","일하지않았음","80~84세","","505",
"예천군","남자","일하지않았음","85세 이상","","322",
"예천군","여자","계","60세 이상-계","","10559",
"예천군","여자","계","60~64세","","1874",
"예천군","여자","계","65~69세","","1791",
"예천군","여자","계","70~74세","","2072",
"예천군","여자","계","75~79세","","2212",
"예천군","여자","계","80~84세","","1471",
"예천군","여자","계","85세 이상","","1139",
"예천군","여자","일하였음","60세 이상-계","","4861",
"예천군","여자","일하였음","60~64세","","1261",
"예천군","여자","일하였음","65~69세","","1191",
"예천군","여자","일하였음","70~74세","","1135",
"예천군","여자","일하였음","75~79세","","890",
"예천군","여자","일하였음","80~84세","","305",
"예천군","여자","일하였음","85세 이상","","79",
"예천군","여자","일하지않았음","60세 이상-계","","5698",
"예천군","여자","일하지않았음","60~64세","","613",
"예천군","여자","일하지않았음","65~69세","","600",
"예천군","여자","일하지않았음","70~74세","","937",
"예천군","여자","일하지않았음","75~79세","","1322",
"예천군","여자","일하지않았음","80~84세","","1166",
"예천군","여자","일하지않았음","85세 이상","","1060",
"봉화군","계","계","60세 이상-계","","12901",
"봉화군","계","계","60~64세","","2931",
"봉화군","계","계","65~69세","","2286",
"봉화군","계","계","70~74세","","2588",
"봉화군","계","계","75~79세","","2421",
"봉화군","계","계","80~84세","","1562",
"봉화군","계","계","85세 이상","","1113",
"봉화군","계","일하였음","60세 이상-계","","6573",
"봉화군","계","일하였음","60~64세","","2159",
"봉화군","계","일하였음","65~69세","","1528",
"봉화군","계","일하였음","70~74세","","1448",
"봉화군","계","일하였음","75~79세","","975",
"봉화군","계","일하였음","80~84세","","348",
"봉화군","계","일하였음","85세 이상","","115",
"봉화군","계","일하지않았음","60세 이상-계","","6328",
"봉화군","계","일하지않았음","60~64세","","772",
"봉화군","계","일하지않았음","65~69세","","758",
"봉화군","계","일하지않았음","70~74세","","1140",
"봉화군","계","일하지않았음","75~79세","","1446",
"봉화군","계","일하지않았음","80~84세","","1214",
"봉화군","계","일하지않았음","85세 이상","","998",
"봉화군","남자","계","60세 이상-계","","5624",
"봉화군","남자","계","60~64세","","1540",
"봉화군","남자","계","65~69세","","1112",
"봉화군","남자","계","70~74세","","1094",
"봉화군","남자","계","75~79세","","1007",
"봉화군","남자","계","80~84세","","562",
"봉화군","남자","계","85세 이상","","309",
"봉화군","남자","일하였음","60세 이상-계","","3521",
"봉화군","남자","일하였음","60~64세","","1232",
"봉화군","남자","일하였음","65~69세","","804",
"봉화군","남자","일하였음","70~74세","","687",
"봉화군","남자","일하였음","75~79세","","550",
"봉화군","남자","일하였음","80~84세","","176",
"봉화군","남자","일하였음","85세 이상","","72",
"봉화군","남자","일하지않았음","60세 이상-계","","2103",
"봉화군","남자","일하지않았음","60~64세","","308",
"봉화군","남자","일하지않았음","65~69세","","308",
"봉화군","남자","일하지않았음","70~74세","","407",
"봉화군","남자","일하지않았음","75~79세","","457",
"봉화군","남자","일하지않았음","80~84세","","386",
"봉화군","남자","일하지않았음","85세 이상","","237",
"봉화군","여자","계","60세 이상-계","","7277",
"봉화군","여자","계","60~64세","","1391",
"봉화군","여자","계","65~69세","","1174",
"봉화군","여자","계","70~74세","","1494",
"봉화군","여자","계","75~79세","","1414",
"봉화군","여자","계","80~84세","","1000",
"봉화군","여자","계","85세 이상","","804",
"봉화군","여자","일하였음","60세 이상-계","","3052",
"봉화군","여자","일하였음","60~64세","","927",
"봉화군","여자","일하였음","65~69세","","724",
"봉화군","여자","일하였음","70~74세","","761",
"봉화군","여자","일하였음","75~79세","","425",
"봉화군","여자","일하였음","80~84세","","172",
"봉화군","여자","일하였음","85세 이상","","43",
"봉화군","여자","일하지않았음","60세 이상-계","","4225",
"봉화군","여자","일하지않았음","60~64세","","464",
"봉화군","여자","일하지않았음","65~69세","","450",
"봉화군","여자","일하지않았음","70~74세","","733",
"봉화군","여자","일하지않았음","75~79세","","989",
"봉화군","여자","일하지않았음","80~84세","","828",
"봉화군","여자","일하지않았음","85세 이상","","761",
"울진군","계","계","60세 이상-계","","15628",
"울진군","계","계","60~64세","","3518",
"울진군","계","계","65~69세","","2884",
"울진군","계","계","70~74세","","3020",
"울진군","계","계","75~79세","","2989",
"울진군","계","계","80~84세","","1929",
"울진군","계","계","85세 이상","","1288",
"울진군","계","일하였음","60세 이상-계","","6412",
"울진군","계","일하였음","60~64세","","2251",
"울진군","계","일하였음","65~69세","","1456",
"울진군","계","일하였음","70~74세","","1180",
"울진군","계","일하였음","75~79세","","999",
"울진군","계","일하였음","80~84세","","411",
"울진군","계","일하였음","85세 이상","","115",
"울진군","계","일하지않았음","60세 이상-계","","9216",
"울진군","계","일하지않았음","60~64세","","1267",
"울진군","계","일하지않았음","65~69세","","1428",
"울진군","계","일하지않았음","70~74세","","1840",
"울진군","계","일하지않았음","75~79세","","1990",
"울진군","계","일하지않았음","80~84세","","1518",
"울진군","계","일하지않았음","85세 이상","","1173",
"울진군","남자","계","60세 이상-계","","6284",
"울진군","남자","계","60~64세","","1719",
"울진군","남자","계","65~69세","","1421",
"울진군","남자","계","70~74세","","1240",
"울진군","남자","계","75~79세","","1099",
"울진군","남자","계","80~84세","","543",
"울진군","남자","계","85세 이상","","262",
"울진군","남자","일하였음","60세 이상-계","","3474",
"울진군","남자","일하였음","60~64세","","1253",
"울진군","남자","일하였음","65~69세","","866",
"울진군","남자","일하였음","70~74세","","637",
"울진군","남자","일하였음","75~79세","","460",
"울진군","남자","일하였음","80~84세","","214",
"울진군","남자","일하였음","85세 이상","","44",
"울진군","남자","일하지않았음","60세 이상-계","","2810",
"울진군","남자","일하지않았음","60~64세","","466",
"울진군","남자","일하지않았음","65~69세","","555",
"울진군","남자","일하지않았음","70~74세","","603",
"울진군","남자","일하지않았음","75~79세","","639",
"울진군","남자","일하지않았음","80~84세","","329",
"울진군","남자","일하지않았음","85세 이상","","218",
"울진군","여자","계","60세 이상-계","","9344",
"울진군","여자","계","60~64세","","1799",
"울진군","여자","계","65~69세","","1463",
"울진군","여자","계","70~74세","","1780",
"울진군","여자","계","75~79세","","1890",
"울진군","여자","계","80~84세","","1386",
"울진군","여자","계","85세 이상","","1026",
"울진군","여자","일하였음","60세 이상-계","","2938",
"울진군","여자","일하였음","60~64세","","998",
"울진군","여자","일하였음","65~69세","","590",
"울진군","여자","일하였음","70~74세","","543",
"울진군","여자","일하였음","75~79세","","539",
"울진군","여자","일하였음","80~84세","","197",
"울진군","여자","일하였음","85세 이상","","71",
"울진군","여자","일하지않았음","60세 이상-계","","6406",
"울진군","여자","일하지않았음","60~64세","","801",
"울진군","여자","일하지않았음","65~69세","","873",
"울진군","여자","일하지않았음","70~74세","","1237",
"울진군","여자","일하지않았음","75~79세","","1351",
"울진군","여자","일하지않았음","80~84세","","1189",
"울진군","여자","일하지않았음","85세 이상","","955",
"울릉군","계","계","60세 이상-계","","2502",
"울릉군","계","계","60~64세","","703",
"울릉군","계","계","65~69세","","616",
"울릉군","계","계","70~74세","","475",
"울릉군","계","계","75~79세","","365",
"울릉군","계","계","80~84세","","208",
"울릉군","계","계","85세 이상","","135",
"울릉군","계","일하였음","60세 이상-계","","1388",
"울릉군","계","일하였음","60~64세","","470",
"울릉군","계","일하였음","65~69세","","387",
"울릉군","계","일하였음","70~74세","","264",
"울릉군","계","일하였음","75~79세","","163",
"울릉군","계","일하였음","80~84세","","84",
"울릉군","계","일하였음","85세 이상","","20",
"울릉군","계","일하지않았음","60세 이상-계","","1114",
"울릉군","계","일하지않았음","60~64세","","233",
"울릉군","계","일하지않았음","65~69세","","229",
"울릉군","계","일하지않았음","70~74세","","211",
"울릉군","계","일하지않았음","75~79세","","202",
"울릉군","계","일하지않았음","80~84세","","124",
"울릉군","계","일하지않았음","85세 이상","","115",
"울릉군","남자","계","60세 이상-계","","1159",
"울릉군","남자","계","60~64세","","340",
"울릉군","남자","계","65~69세","","299",
"울릉군","남자","계","70~74세","","239",
"울릉군","남자","계","75~79세","","165",
"울릉군","남자","계","80~84세","","73",
"울릉군","남자","계","85세 이상","","43",
"울릉군","남자","일하였음","60세 이상-계","","725",
"울릉군","남자","일하였음","60~64세","","253",
"울릉군","남자","일하였음","65~69세","","212",
"울릉군","남자","일하였음","70~74세","","147",
"울릉군","남자","일하였음","75~79세","","82",
"울릉군","남자","일하였음","80~84세","","27",
"울릉군","남자","일하였음","85세 이상","","4",
"울릉군","남자","일하지않았음","60세 이상-계","","434",
"울릉군","남자","일하지않았음","60~64세","","87",
"울릉군","남자","일하지않았음","65~69세","","87",
"울릉군","남자","일하지않았음","70~74세","","92",
"울릉군","남자","일하지않았음","75~79세","","83",
"울릉군","남자","일하지않았음","80~84세","","46",
"울릉군","남자","일하지않았음","85세 이상","","39",
"울릉군","여자","계","60세 이상-계","","1343",
"울릉군","여자","계","60~64세","","363",
"울릉군","여자","계","65~69세","","317",
"울릉군","여자","계","70~74세","","236",
"울릉군","여자","계","75~79세","","200",
"울릉군","여자","계","80~84세","","135",
"울릉군","여자","계","85세 이상","","92",
"울릉군","여자","일하였음","60세 이상-계","","663",
"울릉군","여자","일하였음","60~64세","","217",
"울릉군","여자","일하였음","65~69세","","175",
"울릉군","여자","일하였음","70~74세","","117",
"울릉군","여자","일하였음","75~79세","","81",
"울릉군","여자","일하였음","80~84세","","57",
"울릉군","여자","일하였음","85세 이상","","16",
"울릉군","여자","일하지않았음","60세 이상-계","","680",
"울릉군","여자","일하지않았음","60~64세","","146",
"울릉군","여자","일하지않았음","65~69세","","142",
"울릉군","여자","일하지않았음","70~74세","","119",
"울릉군","여자","일하지않았음","75~79세","","119",
"울릉군","여자","일하지않았음","80~84세","","78",
"울릉군","여자","일하지않았음","85세 이상","","76",
"경상남도","계","계","60세 이상-계","","636156",
"경상남도","계","계","60~64세","","185671",
"경상남도","계","계","65~69세","","137860",
"경상남도","계","계","70~74세","","116386",
"경상남도","계","계","75~79세","","97044",
"경상남도","계","계","80~84세","","61410",
"경상남도","계","계","85세 이상","","37785",
"경상남도","계","일하였음","60세 이상-계","","225710",
"경상남도","계","일하였음","60~64세","","100500",
"경상남도","계","일하였음","65~69세","","56990",
"경상남도","계","일하였음","70~74세","","35482",
"경상남도","계","일하였음","75~79세","","22808",
"경상남도","계","일하였음","80~84세","","8128",
"경상남도","계","일하였음","85세 이상","","1802",
"경상남도","계","일하지않았음","60세 이상-계","","410446",
"경상남도","계","일하지않았음","60~64세","","85171",
"경상남도","계","일하지않았음","65~69세","","80870",
"경상남도","계","일하지않았음","70~74세","","80904",
"경상남도","계","일하지않았음","75~79세","","74236",
"경상남도","계","일하지않았음","80~84세","","53282",
"경상남도","계","일하지않았음","85세 이상","","35983",
"경상남도","남자","계","60세 이상-계","","270793",
"경상남도","남자","계","60~64세","","91813",
"경상남도","남자","계","65~69세","","66202",
"경상남도","남자","계","70~74세","","49647",
"경상남도","남자","계","75~79세","","36019",
"경상남도","남자","계","80~84세","","18553",
"경상남도","남자","계","85세 이상","","8559",
"경상남도","남자","일하였음","60세 이상-계","","130972",
"경상남도","남자","일하였음","60~64세","","61724",
"경상남도","남자","일하였음","65~69세","","34191",
"경상남도","남자","일하였음","70~74세","","18766",
"경상남도","남자","일하였음","75~79세","","11509",
"경상남도","남자","일하였음","80~84세","","3968",
"경상남도","남자","일하였음","85세 이상","","814",
"경상남도","남자","일하지않았음","60세 이상-계","","139821",
"경상남도","남자","일하지않았음","60~64세","","30089",
"경상남도","남자","일하지않았음","65~69세","","32011",
"경상남도","남자","일하지않았음","70~74세","","30881",
"경상남도","남자","일하지않았음","75~79세","","24510",
"경상남도","남자","일하지않았음","80~84세","","14585",
"경상남도","남자","일하지않았음","85세 이상","","7745",
"경상남도","여자","계","60세 이상-계","","365363",
"경상남도","여자","계","60~64세","","93858",
"경상남도","여자","계","65~69세","","71658",
"경상남도","여자","계","70~74세","","66739",
"경상남도","여자","계","75~79세","","61025",
"경상남도","여자","계","80~84세","","42857",
"경상남도","여자","계","85세 이상","","29226",
"경상남도","여자","일하였음","60세 이상-계","","94738",
"경상남도","여자","일하였음","60~64세","","38776",
"경상남도","여자","일하였음","65~69세","","22799",
"경상남도","여자","일하였음","70~74세","","16716",
"경상남도","여자","일하였음","75~79세","","11299",
"경상남도","여자","일하였음","80~84세","","4160",
"경상남도","여자","일하였음","85세 이상","","988",
"경상남도","여자","일하지않았음","60세 이상-계","","270625",
"경상남도","여자","일하지않았음","60~64세","","55082",
"경상남도","여자","일하지않았음","65~69세","","48859",
"경상남도","여자","일하지않았음","70~74세","","50023",
"경상남도","여자","일하지않았음","75~79세","","49726",
"경상남도","여자","일하지않았음","80~84세","","38697",
"경상남도","여자","일하지않았음","85세 이상","","28238",
"동부","계","계","60세 이상-계","","319897",
"동부","계","계","60~64세","","109256",
"동부","계","계","65~69세","","75145",
"동부","계","계","70~74세","","56612",
"동부","계","계","75~79세","","41048",
"동부","계","계","80~84세","","23845",
"동부","계","계","85세 이상","","13991",
"동부","계","일하였음","60세 이상-계","","88927",
"동부","계","일하였음","60~64세","","52137",
"동부","계","일하였음","65~69세","","22584",
"동부","계","일하였음","70~74세","","9098",
"동부","계","일하였음","75~79세","","3851",
"동부","계","일하였음","80~84세","","1035",
"동부","계","일하였음","85세 이상","","222",
"동부","계","일하지않았음","60세 이상-계","","230970",
"동부","계","일하지않았음","60~64세","","57119",
"동부","계","일하지않았음","65~69세","","52561",
"동부","계","일하지않았음","70~74세","","47514",
"동부","계","일하지않았음","75~79세","","37197",
"동부","계","일하지않았음","80~84세","","22810",
"동부","계","일하지않았음","85세 이상","","13769",
"동부","남자","계","60세 이상-계","","141857",
"동부","남자","계","60~64세","","54576",
"동부","남자","계","65~69세","","36121",
"동부","남자","계","70~74세","","24975",
"동부","남자","계","75~79세","","15705",
"동부","남자","계","80~84세","","7396",
"동부","남자","계","85세 이상","","3084",
"동부","남자","일하였음","60세 이상-계","","58435",
"동부","남자","일하였음","60~64세","","34960",
"동부","남자","일하였음","65~69세","","15138",
"동부","남자","일하였음","70~74세","","5609",
"동부","남자","일하였음","75~79세","","2149",
"동부","남자","일하였음","80~84세","","509",
"동부","남자","일하였음","85세 이상","","70",
"동부","남자","일하지않았음","60세 이상-계","","83422",
"동부","남자","일하지않았음","60~64세","","19616",
"동부","남자","일하지않았음","65~69세","","20983",
"동부","남자","일하지않았음","70~74세","","19366",
"동부","남자","일하지않았음","75~79세","","13556",
"동부","남자","일하지않았음","80~84세","","6887",
"동부","남자","일하지않았음","85세 이상","","3014",
"동부","여자","계","60세 이상-계","","178040",
"동부","여자","계","60~64세","","54680",
"동부","여자","계","65~69세","","39024",
"동부","여자","계","70~74세","","31637",
"동부","여자","계","75~79세","","25343",
"동부","여자","계","80~84세","","16449",
"동부","여자","계","85세 이상","","10907",
"동부","여자","일하였음","60세 이상-계","","30492",
"동부","여자","일하였음","60~64세","","17177",
"동부","여자","일하였음","65~69세","","7446",
"동부","여자","일하였음","70~74세","","3489",
"동부","여자","일하였음","75~79세","","1702",
"동부","여자","일하였음","80~84세","","526",
"동부","여자","일하였음","85세 이상","","152",
"동부","여자","일하지않았음","60세 이상-계","","147548",
"동부","여자","일하지않았음","60~64세","","37503",
"동부","여자","일하지않았음","65~69세","","31578",
"동부","여자","일하지않았음","70~74세","","28148",
"동부","여자","일하지않았음","75~79세","","23641",
"동부","여자","일하지않았음","80~84세","","15923",
"동부","여자","일하지않았음","85세 이상","","10755",
"읍부","계","계","60세 이상-계","","86918",
"읍부","계","계","60~64세","","24693",
"읍부","계","계","65~69세","","18689",
"읍부","계","계","70~74세","","15833",
"읍부","계","계","75~79세","","13570",
"읍부","계","계","80~84세","","8659",
"읍부","계","계","85세 이상","","5474",
"읍부","계","일하였음","60세 이상-계","","29993",
"읍부","계","일하였음","60~64세","","13499",
"읍부","계","일하였음","65~69세","","8084",
"읍부","계","일하였음","70~74세","","4505",
"읍부","계","일하였음","75~79세","","2802",
"읍부","계","일하였음","80~84세","","901",
"읍부","계","일하였음","85세 이상","","202",
"읍부","계","일하지않았음","60세 이상-계","","56925",
"읍부","계","일하지않았음","60~64세","","11194",
"읍부","계","일하지않았음","65~69세","","10605",
"읍부","계","일하지않았음","70~74세","","11328",
"읍부","계","일하지않았음","75~79세","","10768",
"읍부","계","일하지않았음","80~84세","","7758",
"읍부","계","일하지않았음","85세 이상","","5272",
"읍부","남자","계","60세 이상-계","","35630",
"읍부","남자","계","60~64세","","11749",
"읍부","남자","계","65~69세","","8942",
"읍부","남자","계","70~74세","","6583",
"읍부","남자","계","75~79세","","4657",
"읍부","남자","계","80~84세","","2460",
"읍부","남자","계","85세 이상","","1239",
"읍부","남자","일하였음","60세 이상-계","","16820",
"읍부","남자","일하였음","60~64세","","7718",
"읍부","남자","일하였음","65~69세","","4762",
"읍부","남자","일하였음","70~74세","","2491",
