"행정구역별","성별","경제활동상태별","항목","단위","2015 년",
"칠곡군","여자","계","걷기, 계단 오르기, 들고 운반하기","","3381",
"칠곡군","여자","계","지적·자폐성 장애","","165",
"칠곡군","여자","계","정신적 질환 등 정신적제약","","384",
"칠곡군","여자","일하였음","15세 이상 인구-계","","21744",
"칠곡군","여자","일하였음","제약없음-계","","21136",
"칠곡군","여자","일하였음","제약있음-계","","608",
"칠곡군","여자","일하였음","시각장애","","71",
"칠곡군","여자","일하였음","청각장애","","73",
"칠곡군","여자","일하였음","언어장애","","4",
"칠곡군","여자","일하였음","치매","","11",
"칠곡군","여자","일하였음","뇌졸중(중풍)","","21",
"칠곡군","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","430",
"칠곡군","여자","일하였음","지적·자폐성 장애","","11",
"칠곡군","여자","일하였음","정신적 질환 등 정신적제약","","44",
"칠곡군","여자","일하지 않았음","15세 이상 인구-계","","26620",
"칠곡군","여자","일하지 않았음","제약없음-계","","22614",
"칠곡군","여자","일하지 않았음","제약있음-계","","4006",
"칠곡군","여자","일하지 않았음","시각장애","","208",
"칠곡군","여자","일하지 않았음","청각장애","","414",
"칠곡군","여자","일하지 않았음","언어장애","","176",
"칠곡군","여자","일하지 않았음","치매","","610",
"칠곡군","여자","일하지 않았음","뇌졸중(중풍)","","283",
"칠곡군","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","2951",
"칠곡군","여자","일하지 않았음","지적·자폐성 장애","","154",
"칠곡군","여자","일하지 않았음","정신적 질환 등 정신적제약","","340",
"예천군","계","계","15세 이상 인구-계","","38198",
"예천군","계","계","제약없음-계","","32285",
"예천군","계","계","제약있음-계","","5913",
"예천군","계","계","시각장애","","336",
"예천군","계","계","청각장애","","739",
"예천군","계","계","언어장애","","387",
"예천군","계","계","치매","","395",
"예천군","계","계","뇌졸중(중풍)","","548",
"예천군","계","계","걷기, 계단 오르기, 들고 운반하기","","4336",
"예천군","계","계","지적·자폐성 장애","","442",
"예천군","계","계","정신적 질환 등 정신적제약","","410",
"예천군","계","일하였음","15세 이상 인구-계","","24048",
"예천군","계","일하였음","제약없음-계","","22382",
"예천군","계","일하였음","제약있음-계","","1666",
"예천군","계","일하였음","시각장애","","98",
"예천군","계","일하였음","청각장애","","202",
"예천군","계","일하였음","언어장애","","72",
"예천군","계","일하였음","치매","","10",
"예천군","계","일하였음","뇌졸중(중풍)","","71",
"예천군","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","1215",
"예천군","계","일하였음","지적·자폐성 장애","","101",
"예천군","계","일하였음","정신적 질환 등 정신적제약","","78",
"예천군","계","일하지 않았음","15세 이상 인구-계","","14150",
"예천군","계","일하지 않았음","제약없음-계","","9903",
"예천군","계","일하지 않았음","제약있음-계","","4247",
"예천군","계","일하지 않았음","시각장애","","238",
"예천군","계","일하지 않았음","청각장애","","537",
"예천군","계","일하지 않았음","언어장애","","315",
"예천군","계","일하지 않았음","치매","","385",
"예천군","계","일하지 않았음","뇌졸중(중풍)","","477",
"예천군","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","3121",
"예천군","계","일하지 않았음","지적·자폐성 장애","","341",
"예천군","계","일하지 않았음","정신적 질환 등 정신적제약","","332",
"예천군","남자","계","15세 이상 인구-계","","18144",
"예천군","남자","계","제약없음-계","","15893",
"예천군","남자","계","제약있음-계","","2251",
"예천군","남자","계","시각장애","","151",
"예천군","남자","계","청각장애","","306",
"예천군","남자","계","언어장애","","221",
"예천군","남자","계","치매","","103",
"예천군","남자","계","뇌졸중(중풍)","","274",
"예천군","남자","계","걷기, 계단 오르기, 들고 운반하기","","1420",
"예천군","남자","계","지적·자폐성 장애","","264",
"예천군","남자","계","정신적 질환 등 정신적제약","","221",
"예천군","남자","일하였음","15세 이상 인구-계","","13184",
"예천군","남자","일하였음","제약없음-계","","12422",
"예천군","남자","일하였음","제약있음-계","","762",
"예천군","남자","일하였음","시각장애","","47",
"예천군","남자","일하였음","청각장애","","123",
"예천군","남자","일하였음","언어장애","","45",
"예천군","남자","일하였음","치매","","5",
"예천군","남자","일하였음","뇌졸중(중풍)","","46",
"예천군","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","469",
"예천군","남자","일하였음","지적·자폐성 장애","","72",
"예천군","남자","일하였음","정신적 질환 등 정신적제약","","57",
"예천군","남자","일하지 않았음","15세 이상 인구-계","","4960",
"예천군","남자","일하지 않았음","제약없음-계","","3471",
"예천군","남자","일하지 않았음","제약있음-계","","1489",
"예천군","남자","일하지 않았음","시각장애","","104",
"예천군","남자","일하지 않았음","청각장애","","183",
"예천군","남자","일하지 않았음","언어장애","","176",
"예천군","남자","일하지 않았음","치매","","98",
"예천군","남자","일하지 않았음","뇌졸중(중풍)","","228",
"예천군","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","951",
"예천군","남자","일하지 않았음","지적·자폐성 장애","","192",
"예천군","남자","일하지 않았음","정신적 질환 등 정신적제약","","164",
"예천군","여자","계","15세 이상 인구-계","","20054",
"예천군","여자","계","제약없음-계","","16392",
"예천군","여자","계","제약있음-계","","3662",
"예천군","여자","계","시각장애","","185",
"예천군","여자","계","청각장애","","433",
"예천군","여자","계","언어장애","","166",
"예천군","여자","계","치매","","292",
"예천군","여자","계","뇌졸중(중풍)","","274",
"예천군","여자","계","걷기, 계단 오르기, 들고 운반하기","","2916",
"예천군","여자","계","지적·자폐성 장애","","178",
"예천군","여자","계","정신적 질환 등 정신적제약","","189",
"예천군","여자","일하였음","15세 이상 인구-계","","10864",
"예천군","여자","일하였음","제약없음-계","","9960",
"예천군","여자","일하였음","제약있음-계","","904",
"예천군","여자","일하였음","시각장애","","51",
"예천군","여자","일하였음","청각장애","","79",
"예천군","여자","일하였음","언어장애","","27",
"예천군","여자","일하였음","치매","","5",
"예천군","여자","일하였음","뇌졸중(중풍)","","25",
"예천군","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","746",
"예천군","여자","일하였음","지적·자폐성 장애","","29",
"예천군","여자","일하였음","정신적 질환 등 정신적제약","","21",
"예천군","여자","일하지 않았음","15세 이상 인구-계","","9190",
"예천군","여자","일하지 않았음","제약없음-계","","6432",
"예천군","여자","일하지 않았음","제약있음-계","","2758",
"예천군","여자","일하지 않았음","시각장애","","134",
"예천군","여자","일하지 않았음","청각장애","","354",
"예천군","여자","일하지 않았음","언어장애","","139",
"예천군","여자","일하지 않았음","치매","","287",
"예천군","여자","일하지 않았음","뇌졸중(중풍)","","249",
"예천군","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","2170",
"예천군","여자","일하지 않았음","지적·자폐성 장애","","149",
"예천군","여자","일하지 않았음","정신적 질환 등 정신적제약","","168",
"봉화군","계","계","15세 이상 인구-계","","28380",
"봉화군","계","계","제약없음-계","","24061",
"봉화군","계","계","제약있음-계","","4319",
"봉화군","계","계","시각장애","","260",
"봉화군","계","계","청각장애","","502",
"봉화군","계","계","언어장애","","287",
"봉화군","계","계","치매","","340",
"봉화군","계","계","뇌졸중(중풍)","","314",
"봉화군","계","계","걷기, 계단 오르기, 들고 운반하기","","3287",
"봉화군","계","계","지적·자폐성 장애","","159",
"봉화군","계","계","정신적 질환 등 정신적제약","","286",
"봉화군","계","일하였음","15세 이상 인구-계","","17312",
"봉화군","계","일하였음","제약없음-계","","16195",
"봉화군","계","일하였음","제약있음-계","","1117",
"봉화군","계","일하였음","시각장애","","45",
"봉화군","계","일하였음","청각장애","","128",
"봉화군","계","일하였음","언어장애","","31",
"봉화군","계","일하였음","치매","","4",
"봉화군","계","일하였음","뇌졸중(중풍)","","38",
"봉화군","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","885",
"봉화군","계","일하였음","지적·자폐성 장애","","38",
"봉화군","계","일하였음","정신적 질환 등 정신적제약","","47",
"봉화군","계","일하지 않았음","15세 이상 인구-계","","11068",
"봉화군","계","일하지 않았음","제약없음-계","","7866",
"봉화군","계","일하지 않았음","제약있음-계","","3202",
"봉화군","계","일하지 않았음","시각장애","","215",
"봉화군","계","일하지 않았음","청각장애","","374",
"봉화군","계","일하지 않았음","언어장애","","256",
"봉화군","계","일하지 않았음","치매","","336",
"봉화군","계","일하지 않았음","뇌졸중(중풍)","","276",
"봉화군","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","2402",
"봉화군","계","일하지 않았음","지적·자폐성 장애","","121",
"봉화군","계","일하지 않았음","정신적 질환 등 정신적제약","","239",
"봉화군","남자","계","15세 이상 인구-계","","13710",
"봉화군","남자","계","제약없음-계","","12085",
"봉화군","남자","계","제약있음-계","","1625",
"봉화군","남자","계","시각장애","","149",
"봉화군","남자","계","청각장애","","242",
"봉화군","남자","계","언어장애","","161",
"봉화군","남자","계","치매","","70",
"봉화군","남자","계","뇌졸중(중풍)","","128",
"봉화군","남자","계","걷기, 계단 오르기, 들고 운반하기","","1112",
"봉화군","남자","계","지적·자폐성 장애","","109",
"봉화군","남자","계","정신적 질환 등 정신적제약","","136",
"봉화군","남자","일하였음","15세 이상 인구-계","","9594",
"봉화군","남자","일하였음","제약없음-계","","9069",
"봉화군","남자","일하였음","제약있음-계","","525",
"봉화군","남자","일하였음","시각장애","","34",
"봉화군","남자","일하였음","청각장애","","97",
"봉화군","남자","일하였음","언어장애","","14",
"봉화군","남자","일하였음","치매","","2",
"봉화군","남자","일하였음","뇌졸중(중풍)","","30",
"봉화군","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","368",
"봉화군","남자","일하였음","지적·자폐성 장애","","27",
"봉화군","남자","일하였음","정신적 질환 등 정신적제약","","16",
"봉화군","남자","일하지 않았음","15세 이상 인구-계","","4116",
"봉화군","남자","일하지 않았음","제약없음-계","","3016",
"봉화군","남자","일하지 않았음","제약있음-계","","1100",
"봉화군","남자","일하지 않았음","시각장애","","115",
"봉화군","남자","일하지 않았음","청각장애","","145",
"봉화군","남자","일하지 않았음","언어장애","","147",
"봉화군","남자","일하지 않았음","치매","","68",
"봉화군","남자","일하지 않았음","뇌졸중(중풍)","","98",
"봉화군","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","744",
"봉화군","남자","일하지 않았음","지적·자폐성 장애","","82",
"봉화군","남자","일하지 않았음","정신적 질환 등 정신적제약","","120",
"봉화군","여자","계","15세 이상 인구-계","","14670",
"봉화군","여자","계","제약없음-계","","11976",
"봉화군","여자","계","제약있음-계","","2694",
"봉화군","여자","계","시각장애","","111",
"봉화군","여자","계","청각장애","","260",
"봉화군","여자","계","언어장애","","126",
"봉화군","여자","계","치매","","270",
"봉화군","여자","계","뇌졸중(중풍)","","186",
"봉화군","여자","계","걷기, 계단 오르기, 들고 운반하기","","2175",
"봉화군","여자","계","지적·자폐성 장애","","50",
"봉화군","여자","계","정신적 질환 등 정신적제약","","150",
"봉화군","여자","일하였음","15세 이상 인구-계","","7718",
"봉화군","여자","일하였음","제약없음-계","","7126",
"봉화군","여자","일하였음","제약있음-계","","592",
"봉화군","여자","일하였음","시각장애","","11",
"봉화군","여자","일하였음","청각장애","","31",
"봉화군","여자","일하였음","언어장애","","17",
"봉화군","여자","일하였음","치매","","2",
"봉화군","여자","일하였음","뇌졸중(중풍)","","8",
"봉화군","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","517",
"봉화군","여자","일하였음","지적·자폐성 장애","","11",
"봉화군","여자","일하였음","정신적 질환 등 정신적제약","","31",
"봉화군","여자","일하지 않았음","15세 이상 인구-계","","6952",
"봉화군","여자","일하지 않았음","제약없음-계","","4850",
"봉화군","여자","일하지 않았음","제약있음-계","","2102",
"봉화군","여자","일하지 않았음","시각장애","","100",
"봉화군","여자","일하지 않았음","청각장애","","229",
"봉화군","여자","일하지 않았음","언어장애","","109",
"봉화군","여자","일하지 않았음","치매","","268",
"봉화군","여자","일하지 않았음","뇌졸중(중풍)","","178",
"봉화군","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","1658",
"봉화군","여자","일하지 않았음","지적·자폐성 장애","","39",
"봉화군","여자","일하지 않았음","정신적 질환 등 정신적제약","","119",
"울진군","계","계","15세 이상 인구-계","","42191",
"울진군","계","계","제약없음-계","","36511",
"울진군","계","계","제약있음-계","","5680",
"울진군","계","계","시각장애","","426",
"울진군","계","계","청각장애","","791",
"울진군","계","계","언어장애","","289",
"울진군","계","계","치매","","339",
"울진군","계","계","뇌졸중(중풍)","","369",
"울진군","계","계","걷기, 계단 오르기, 들고 운반하기","","4188",
"울진군","계","계","지적·자폐성 장애","","366",
"울진군","계","계","정신적 질환 등 정신적제약","","429",
"울진군","계","일하였음","15세 이상 인구-계","","24246",
"울진군","계","일하였음","제약없음-계","","23176",
"울진군","계","일하였음","제약있음-계","","1070",
"울진군","계","일하였음","시각장애","","58",
"울진군","계","일하였음","청각장애","","151",
"울진군","계","일하였음","언어장애","","53",
"울진군","계","일하였음","치매","","21",
"울진군","계","일하였음","뇌졸중(중풍)","","45",
"울진군","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","763",
"울진군","계","일하였음","지적·자폐성 장애","","54",
"울진군","계","일하였음","정신적 질환 등 정신적제약","","34",
"울진군","계","일하지 않았음","15세 이상 인구-계","","17945",
"울진군","계","일하지 않았음","제약없음-계","","13335",
"울진군","계","일하지 않았음","제약있음-계","","4610",
"울진군","계","일하지 않았음","시각장애","","368",
"울진군","계","일하지 않았음","청각장애","","640",
"울진군","계","일하지 않았음","언어장애","","236",
"울진군","계","일하지 않았음","치매","","318",
"울진군","계","일하지 않았음","뇌졸중(중풍)","","324",
"울진군","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","3425",
"울진군","계","일하지 않았음","지적·자폐성 장애","","312",
"울진군","계","일하지 않았음","정신적 질환 등 정신적제약","","395",
"울진군","남자","계","15세 이상 인구-계","","20602",
"울진군","남자","계","제약없음-계","","18610",
"울진군","남자","계","제약있음-계","","1992",
"울진군","남자","계","시각장애","","131",
"울진군","남자","계","청각장애","","280",
"울진군","남자","계","언어장애","","112",
"울진군","남자","계","치매","","64",
"울진군","남자","계","뇌졸중(중풍)","","185",
"울진군","남자","계","걷기, 계단 오르기, 들고 운반하기","","1219",
"울진군","남자","계","지적·자폐성 장애","","208",
"울진군","남자","계","정신적 질환 등 정신적제약","","227",
"울진군","남자","일하였음","15세 이상 인구-계","","14323",
"울진군","남자","일하였음","제약없음-계","","13804",
"울진군","남자","일하였음","제약있음-계","","519",
"울진군","남자","일하였음","시각장애","","34",
"울진군","남자","일하였음","청각장애","","105",
"울진군","남자","일하였음","언어장애","","26",
"울진군","남자","일하였음","치매","","5",
"울진군","남자","일하였음","뇌졸중(중풍)","","37",
"울진군","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","331",
"울진군","남자","일하였음","지적·자폐성 장애","","31",
"울진군","남자","일하였음","정신적 질환 등 정신적제약","","22",
"울진군","남자","일하지 않았음","15세 이상 인구-계","","6279",
"울진군","남자","일하지 않았음","제약없음-계","","4806",
"울진군","남자","일하지 않았음","제약있음-계","","1473",
"울진군","남자","일하지 않았음","시각장애","","97",
"울진군","남자","일하지 않았음","청각장애","","175",
"울진군","남자","일하지 않았음","언어장애","","86",
"울진군","남자","일하지 않았음","치매","","59",
"울진군","남자","일하지 않았음","뇌졸중(중풍)","","148",
"울진군","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","888",
"울진군","남자","일하지 않았음","지적·자폐성 장애","","177",
"울진군","남자","일하지 않았음","정신적 질환 등 정신적제약","","205",
"울진군","여자","계","15세 이상 인구-계","","21589",
"울진군","여자","계","제약없음-계","","17901",
"울진군","여자","계","제약있음-계","","3688",
"울진군","여자","계","시각장애","","295",
"울진군","여자","계","청각장애","","511",
"울진군","여자","계","언어장애","","177",
"울진군","여자","계","치매","","275",
"울진군","여자","계","뇌졸중(중풍)","","184",
"울진군","여자","계","걷기, 계단 오르기, 들고 운반하기","","2969",
"울진군","여자","계","지적·자폐성 장애","","158",
"울진군","여자","계","정신적 질환 등 정신적제약","","202",
"울진군","여자","일하였음","15세 이상 인구-계","","9923",
"울진군","여자","일하였음","제약없음-계","","9372",
"울진군","여자","일하였음","제약있음-계","","551",
"울진군","여자","일하였음","시각장애","","24",
"울진군","여자","일하였음","청각장애","","46",
"울진군","여자","일하였음","언어장애","","27",
"울진군","여자","일하였음","치매","","16",
"울진군","여자","일하였음","뇌졸중(중풍)","","8",
"울진군","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","432",
"울진군","여자","일하였음","지적·자폐성 장애","","23",
"울진군","여자","일하였음","정신적 질환 등 정신적제약","","12",
"울진군","여자","일하지 않았음","15세 이상 인구-계","","11666",
"울진군","여자","일하지 않았음","제약없음-계","","8529",
"울진군","여자","일하지 않았음","제약있음-계","","3137",
"울진군","여자","일하지 않았음","시각장애","","271",
"울진군","여자","일하지 않았음","청각장애","","465",
"울진군","여자","일하지 않았음","언어장애","","150",
"울진군","여자","일하지 않았음","치매","","259",
"울진군","여자","일하지 않았음","뇌졸중(중풍)","","176",
"울진군","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","2537",
"울진군","여자","일하지 않았음","지적·자폐성 장애","","135",
"울진군","여자","일하지 않았음","정신적 질환 등 정신적제약","","190",
"울릉군","계","계","15세 이상 인구-계","","7715",
"울릉군","계","계","제약없음-계","","6992",
"울릉군","계","계","제약있음-계","","723",
"울릉군","계","계","시각장애","","58",
"울릉군","계","계","청각장애","","88",
"울릉군","계","계","언어장애","","25",
"울릉군","계","계","치매","","28",
"울릉군","계","계","뇌졸중(중풍)","","50",
"울릉군","계","계","걷기, 계단 오르기, 들고 운반하기","","534",
"울릉군","계","계","지적·자폐성 장애","","27",
"울릉군","계","계","정신적 질환 등 정신적제약","","39",
"울릉군","계","일하였음","15세 이상 인구-계","","5250",
"울릉군","계","일하였음","제약없음-계","","4989",
"울릉군","계","일하였음","제약있음-계","","261",
"울릉군","계","일하였음","시각장애","","20",
"울릉군","계","일하였음","청각장애","","31",
"울릉군","계","일하였음","언어장애","","6",
"울릉군","계","일하였음","치매","","3",
"울릉군","계","일하였음","뇌졸중(중풍)","","13",
"울릉군","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","196",
"울릉군","계","일하였음","지적·자폐성 장애","","3",
"울릉군","계","일하였음","정신적 질환 등 정신적제약","","15",
"울릉군","계","일하지 않았음","15세 이상 인구-계","","2465",
"울릉군","계","일하지 않았음","제약없음-계","","2003",
"울릉군","계","일하지 않았음","제약있음-계","","462",
"울릉군","계","일하지 않았음","시각장애","","38",
"울릉군","계","일하지 않았음","청각장애","","57",
"울릉군","계","일하지 않았음","언어장애","","19",
"울릉군","계","일하지 않았음","치매","","25",
"울릉군","계","일하지 않았음","뇌졸중(중풍)","","37",
"울릉군","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","338",
"울릉군","계","일하지 않았음","지적·자폐성 장애","","24",
"울릉군","계","일하지 않았음","정신적 질환 등 정신적제약","","24",
"울릉군","남자","계","15세 이상 인구-계","","4088",
"울릉군","남자","계","제약없음-계","","3802",
"울릉군","남자","계","제약있음-계","","286",
"울릉군","남자","계","시각장애","","22",
"울릉군","남자","계","청각장애","","45",
"울릉군","남자","계","언어장애","","16",
"울릉군","남자","계","치매","","8",
"울릉군","남자","계","뇌졸중(중풍)","","29",
"울릉군","남자","계","걷기, 계단 오르기, 들고 운반하기","","186",
"울릉군","남자","계","지적·자폐성 장애","","16",
"울릉군","남자","계","정신적 질환 등 정신적제약","","25",
"울릉군","남자","일하였음","15세 이상 인구-계","","3238",
"울릉군","남자","일하였음","제약없음-계","","3110",
"울릉군","남자","일하였음","제약있음-계","","128",
"울릉군","남자","일하였음","시각장애","","15",
"울릉군","남자","일하였음","청각장애","","19",
"울릉군","남자","일하였음","언어장애","","2",
"울릉군","남자","일하였음","치매","","",
"울릉군","남자","일하였음","뇌졸중(중풍)","","8",
"울릉군","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","77",
"울릉군","남자","일하였음","지적·자폐성 장애","","3",
"울릉군","남자","일하였음","정신적 질환 등 정신적제약","","15",
"울릉군","남자","일하지 않았음","15세 이상 인구-계","","850",
"울릉군","남자","일하지 않았음","제약없음-계","","692",
"울릉군","남자","일하지 않았음","제약있음-계","","158",
"울릉군","남자","일하지 않았음","시각장애","","7",
"울릉군","남자","일하지 않았음","청각장애","","26",
"울릉군","남자","일하지 않았음","언어장애","","14",
"울릉군","남자","일하지 않았음","치매","","8",
"울릉군","남자","일하지 않았음","뇌졸중(중풍)","","21",
"울릉군","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","109",
"울릉군","남자","일하지 않았음","지적·자폐성 장애","","13",
"울릉군","남자","일하지 않았음","정신적 질환 등 정신적제약","","10",
"울릉군","여자","계","15세 이상 인구-계","","3627",
"울릉군","여자","계","제약없음-계","","3190",
"울릉군","여자","계","제약있음-계","","437",
"울릉군","여자","계","시각장애","","36",
"울릉군","여자","계","청각장애","","43",
"울릉군","여자","계","언어장애","","9",
"울릉군","여자","계","치매","","20",
"울릉군","여자","계","뇌졸중(중풍)","","21",
"울릉군","여자","계","걷기, 계단 오르기, 들고 운반하기","","348",
"울릉군","여자","계","지적·자폐성 장애","","11",
"울릉군","여자","계","정신적 질환 등 정신적제약","","14",
"울릉군","여자","일하였음","15세 이상 인구-계","","2012",
"울릉군","여자","일하였음","제약없음-계","","1879",
"울릉군","여자","일하였음","제약있음-계","","133",
"울릉군","여자","일하였음","시각장애","","5",
"울릉군","여자","일하였음","청각장애","","12",
"울릉군","여자","일하였음","언어장애","","4",
"울릉군","여자","일하였음","치매","","3",
"울릉군","여자","일하였음","뇌졸중(중풍)","","5",
"울릉군","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","119",
"울릉군","여자","일하였음","지적·자폐성 장애","","",
"울릉군","여자","일하였음","정신적 질환 등 정신적제약","","",
"울릉군","여자","일하지 않았음","15세 이상 인구-계","","1615",
"울릉군","여자","일하지 않았음","제약없음-계","","1311",
"울릉군","여자","일하지 않았음","제약있음-계","","304",
"울릉군","여자","일하지 않았음","시각장애","","31",
"울릉군","여자","일하지 않았음","청각장애","","31",
"울릉군","여자","일하지 않았음","언어장애","","5",
"울릉군","여자","일하지 않았음","치매","","17",
"울릉군","여자","일하지 않았음","뇌졸중(중풍)","","16",
"울릉군","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","229",
"울릉군","여자","일하지 않았음","지적·자폐성 장애","","11",
"울릉군","여자","일하지 않았음","정신적 질환 등 정신적제약","","14",
"경상남도","계","계","15세 이상 인구-계","","2749068",
"경상남도","계","계","제약없음-계","","2504524",
"경상남도","계","계","제약있음-계","","244544",
"경상남도","계","계","시각장애","","17168",
"경상남도","계","계","청각장애","","30134",
"경상남도","계","계","언어장애","","11914",
"경상남도","계","계","치매","","17656",
"경상남도","계","계","뇌졸중(중풍)","","19918",
"경상남도","계","계","걷기, 계단 오르기, 들고 운반하기","","177270",
"경상남도","계","계","지적·자폐성 장애","","14286",
"경상남도","계","계","정신적 질환 등 정신적제약","","21670",
"경상남도","계","일하였음","15세 이상 인구-계","","1574475",
"경상남도","계","일하였음","제약없음-계","","1523071",
"경상남도","계","일하였음","제약있음-계","","51404",
"경상남도","계","일하였음","시각장애","","4420",
"경상남도","계","일하였음","청각장애","","6643",
"경상남도","계","일하였음","언어장애","","1493",
"경상남도","계","일하였음","치매","","314",
"경상남도","계","일하였음","뇌졸중(중풍)","","1822",
"경상남도","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","36940",
"경상남도","계","일하였음","지적·자폐성 장애","","2115",
"경상남도","계","일하였음","정신적 질환 등 정신적제약","","2849",
"경상남도","계","일하지 않았음","15세 이상 인구-계","","1174593",
"경상남도","계","일하지 않았음","제약없음-계","","981453",
"경상남도","계","일하지 않았음","제약있음-계","","193140",
"경상남도","계","일하지 않았음","시각장애","","12748",
"경상남도","계","일하지 않았음","청각장애","","23491",
"경상남도","계","일하지 않았음","언어장애","","10421",
"경상남도","계","일하지 않았음","치매","","17342",
"경상남도","계","일하지 않았음","뇌졸중(중풍)","","18096",
"경상남도","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","140330",
"경상남도","계","일하지 않았음","지적·자폐성 장애","","12171",
"경상남도","계","일하지 않았음","정신적 질환 등 정신적제약","","18821",
"경상남도","남자","계","15세 이상 인구-계","","1359888",
"경상남도","남자","계","제약없음-계","","1264446",
"경상남도","남자","계","제약있음-계","","95442",
"경상남도","남자","계","시각장애","","8151",
"경상남도","남자","계","청각장애","","12877",
"경상남도","남자","계","언어장애","","6189",
"경상남도","남자","계","치매","","4911",
"경상남도","남자","계","뇌졸중(중풍)","","10280",
"경상남도","남자","계","걷기, 계단 오르기, 들고 운반하기","","59194",
"경상남도","남자","계","지적·자폐성 장애","","8652",
"경상남도","남자","계","정신적 질환 등 정신적제약","","10825",
"경상남도","남자","일하였음","15세 이상 인구-계","","943147",
"경상남도","남자","일하였음","제약없음-계","","916185",
"경상남도","남자","일하였음","제약있음-계","","26962",
"경상남도","남자","일하였음","시각장애","","3010",
"경상남도","남자","일하였음","청각장애","","4385",
"경상남도","남자","일하였음","언어장애","","1073",
"경상남도","남자","일하였음","치매","","174",
"경상남도","남자","일하였음","뇌졸중(중풍)","","1271",
"경상남도","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","16806",
"경상남도","남자","일하였음","지적·자폐성 장애","","1498",
"경상남도","남자","일하였음","정신적 질환 등 정신적제약","","1673",
"경상남도","남자","일하지 않았음","15세 이상 인구-계","","416741",
"경상남도","남자","일하지 않았음","제약없음-계","","348261",
"경상남도","남자","일하지 않았음","제약있음-계","","68480",
"경상남도","남자","일하지 않았음","시각장애","","5141",
"경상남도","남자","일하지 않았음","청각장애","","8492",
"경상남도","남자","일하지 않았음","언어장애","","5116",
"경상남도","남자","일하지 않았음","치매","","4737",
"경상남도","남자","일하지 않았음","뇌졸중(중풍)","","9009",
"경상남도","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","42388",
"경상남도","남자","일하지 않았음","지적·자폐성 장애","","7154",
"경상남도","남자","일하지 않았음","정신적 질환 등 정신적제약","","9152",
"경상남도","여자","계","15세 이상 인구-계","","1389180",
"경상남도","여자","계","제약없음-계","","1240078",
"경상남도","여자","계","제약있음-계","","149102",
"경상남도","여자","계","시각장애","","9017",
"경상남도","여자","계","청각장애","","17257",
"경상남도","여자","계","언어장애","","5725",
"경상남도","여자","계","치매","","12745",
"경상남도","여자","계","뇌졸중(중풍)","","9638",
"경상남도","여자","계","걷기, 계단 오르기, 들고 운반하기","","118076",
"경상남도","여자","계","지적·자폐성 장애","","5634",
"경상남도","여자","계","정신적 질환 등 정신적제약","","10845",
"경상남도","여자","일하였음","15세 이상 인구-계","","631328",
"경상남도","여자","일하였음","제약없음-계","","606886",
"경상남도","여자","일하였음","제약있음-계","","24442",
"경상남도","여자","일하였음","시각장애","","1410",
"경상남도","여자","일하였음","청각장애","","2258",
"경상남도","여자","일하였음","언어장애","","420",
"경상남도","여자","일하였음","치매","","140",
"경상남도","여자","일하였음","뇌졸중(중풍)","","551",
"경상남도","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","20134",
"경상남도","여자","일하였음","지적·자폐성 장애","","617",
"경상남도","여자","일하였음","정신적 질환 등 정신적제약","","1176",
"경상남도","여자","일하지 않았음","15세 이상 인구-계","","757852",
"경상남도","여자","일하지 않았음","제약없음-계","","633192",
"경상남도","여자","일하지 않았음","제약있음-계","","124660",
"경상남도","여자","일하지 않았음","시각장애","","7607",
"경상남도","여자","일하지 않았음","청각장애","","14999",
"경상남도","여자","일하지 않았음","언어장애","","5305",
"경상남도","여자","일하지 않았음","치매","","12605",
