"행정구역별(시군구)","성별","교육정도별","항목","단위","2015 년",
"영덕군","남자","대학원석사과정","주로 일하였음","","166",
"영덕군","남자","대학원석사과정","틈틈이 일하였음","","7",
"영덕군","남자","대학원석사과정","일시 휴직","","",
"영덕군","남자","대학원석사과정","일하지 않았음","","33",
"영덕군","남자","대학원석사과정","미상","","",
"영덕군","남자","대학원박사과정","15세 이상 인구","","33",
"영덕군","남자","대학원박사과정","일하였음-계","","24",
"영덕군","남자","대학원박사과정","주로 일하였음","","22",
"영덕군","남자","대학원박사과정","틈틈이 일하였음","","",
"영덕군","남자","대학원박사과정","일시 휴직","","2",
"영덕군","남자","대학원박사과정","일하지 않았음","","9",
"영덕군","남자","대학원박사과정","미상","","",
"영덕군","남자","안 받았음(미취학 포함)","15세 이상 인구","","457",
"영덕군","남자","안 받았음(미취학 포함)","일하였음-계","","155",
"영덕군","남자","안 받았음(미취학 포함)","주로 일하였음","","151",
"영덕군","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","4",
"영덕군","남자","안 받았음(미취학 포함)","일시 휴직","","",
"영덕군","남자","안 받았음(미취학 포함)","일하지 않았음","","302",
"영덕군","남자","안 받았음(미취학 포함)","미상","","",
"영덕군","여자","계","15세 이상 인구","","17526",
"영덕군","여자","계","일하였음-계","","8063",
"영덕군","여자","계","주로 일하였음","","7282",
"영덕군","여자","계","틈틈이 일하였음","","696",
"영덕군","여자","계","일시 휴직","","85",
"영덕군","여자","계","일하지 않았음","","9463",
"영덕군","여자","계","미상","","",
"영덕군","여자","초등학교","15세 이상 인구","","5338",
"영덕군","여자","초등학교","일하였음-계","","2134",
"영덕군","여자","초등학교","주로 일하였음","","1882",
"영덕군","여자","초등학교","틈틈이 일하였음","","246",
"영덕군","여자","초등학교","일시 휴직","","6",
"영덕군","여자","초등학교","일하지 않았음","","3204",
"영덕군","여자","초등학교","미상","","",
"영덕군","여자","중학교","15세 이상 인구","","2768",
"영덕군","여자","중학교","일하였음-계","","1546",
"영덕군","여자","중학교","주로 일하였음","","1392",
"영덕군","여자","중학교","틈틈이 일하였음","","144",
"영덕군","여자","중학교","일시 휴직","","10",
"영덕군","여자","중학교","일하지 않았음","","1222",
"영덕군","여자","중학교","미상","","",
"영덕군","여자","고등학교","15세 이상 인구","","4149",
"영덕군","여자","고등학교","일하였음-계","","2285",
"영덕군","여자","고등학교","주로 일하였음","","2106",
"영덕군","여자","고등학교","틈틈이 일하였음","","156",
"영덕군","여자","고등학교","일시 휴직","","23",
"영덕군","여자","고등학교","일하지 않았음","","1864",
"영덕군","여자","고등학교","미상","","",
"영덕군","여자","대학(4년제 미만)","15세 이상 인구","","1194",
"영덕군","여자","대학(4년제 미만)","일하였음-계","","847",
"영덕군","여자","대학(4년제 미만)","주로 일하였음","","788",
"영덕군","여자","대학(4년제 미만)","틈틈이 일하였음","","41",
"영덕군","여자","대학(4년제 미만)","일시 휴직","","18",
"영덕군","여자","대학(4년제 미만)","일하지 않았음","","347",
"영덕군","여자","대학(4년제 미만)","미상","","",
"영덕군","여자","대학교(4년제 이상)","15세 이상 인구","","1077",
"영덕군","여자","대학교(4년제 이상)","일하였음-계","","684",
"영덕군","여자","대학교(4년제 이상)","주로 일하였음","","609",
"영덕군","여자","대학교(4년제 이상)","틈틈이 일하였음","","47",
"영덕군","여자","대학교(4년제 이상)","일시 휴직","","28",
"영덕군","여자","대학교(4년제 이상)","일하지 않았음","","393",
"영덕군","여자","대학교(4년제 이상)","미상","","",
"영덕군","여자","대학원석사과정","15세 이상 인구","","86",
"영덕군","여자","대학원석사과정","일하였음-계","","66",
"영덕군","여자","대학원석사과정","주로 일하였음","","62",
"영덕군","여자","대학원석사과정","틈틈이 일하였음","","4",
"영덕군","여자","대학원석사과정","일시 휴직","","",
"영덕군","여자","대학원석사과정","일하지 않았음","","20",
"영덕군","여자","대학원석사과정","미상","","",
"영덕군","여자","대학원박사과정","15세 이상 인구","","2",
"영덕군","여자","대학원박사과정","일하였음-계","","2",
"영덕군","여자","대학원박사과정","주로 일하였음","","2",
"영덕군","여자","대학원박사과정","틈틈이 일하였음","","",
"영덕군","여자","대학원박사과정","일시 휴직","","",
"영덕군","여자","대학원박사과정","일하지 않았음","","",
"영덕군","여자","대학원박사과정","미상","","",
"영덕군","여자","안 받았음(미취학 포함)","15세 이상 인구","","2912",
"영덕군","여자","안 받았음(미취학 포함)","일하였음-계","","499",
"영덕군","여자","안 받았음(미취학 포함)","주로 일하였음","","441",
"영덕군","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","58",
"영덕군","여자","안 받았음(미취학 포함)","일시 휴직","","",
"영덕군","여자","안 받았음(미취학 포함)","일하지 않았음","","2413",
"영덕군","여자","안 받았음(미취학 포함)","미상","","",
"청도군","계","계","15세 이상 인구","","37819",
"청도군","계","계","일하였음-계","","23128",
"청도군","계","계","주로 일하였음","","22617",
"청도군","계","계","틈틈이 일하였음","","422",
"청도군","계","계","일시 휴직","","89",
"청도군","계","계","일하지 않았음","","14691",
"청도군","계","계","미상","","",
"청도군","계","초등학교","15세 이상 인구","","7825",
"청도군","계","초등학교","일하였음-계","","4976",
"청도군","계","초등학교","주로 일하였음","","4883",
"청도군","계","초등학교","틈틈이 일하였음","","93",
"청도군","계","초등학교","일시 휴직","","",
"청도군","계","초등학교","일하지 않았음","","2849",
"청도군","계","초등학교","미상","","",
"청도군","계","중학교","15세 이상 인구","","5253",
"청도군","계","중학교","일하였음-계","","3679",
"청도군","계","중학교","주로 일하였음","","3611",
"청도군","계","중학교","틈틈이 일하였음","","48",
"청도군","계","중학교","일시 휴직","","20",
"청도군","계","중학교","일하지 않았음","","1574",
"청도군","계","중학교","미상","","",
"청도군","계","고등학교","15세 이상 인구","","10920",
"청도군","계","고등학교","일하였음-계","","6892",
"청도군","계","고등학교","주로 일하였음","","6739",
"청도군","계","고등학교","틈틈이 일하였음","","113",
"청도군","계","고등학교","일시 휴직","","40",
"청도군","계","고등학교","일하지 않았음","","4028",
"청도군","계","고등학교","미상","","",
"청도군","계","대학(4년제 미만)","15세 이상 인구","","3408",
"청도군","계","대학(4년제 미만)","일하였음-계","","2454",
"청도군","계","대학(4년제 미만)","주로 일하였음","","2403",
"청도군","계","대학(4년제 미만)","틈틈이 일하였음","","39",
"청도군","계","대학(4년제 미만)","일시 휴직","","12",
"청도군","계","대학(4년제 미만)","일하지 않았음","","954",
"청도군","계","대학(4년제 미만)","미상","","",
"청도군","계","대학교(4년제 이상)","15세 이상 인구","","4961",
"청도군","계","대학교(4년제 이상)","일하였음-계","","3242",
"청도군","계","대학교(4년제 이상)","주로 일하였음","","3140",
"청도군","계","대학교(4년제 이상)","틈틈이 일하였음","","85",
"청도군","계","대학교(4년제 이상)","일시 휴직","","17",
"청도군","계","대학교(4년제 이상)","일하지 않았음","","1719",
"청도군","계","대학교(4년제 이상)","미상","","",
"청도군","계","대학원석사과정","15세 이상 인구","","554",
"청도군","계","대학원석사과정","일하였음-계","","368",
"청도군","계","대학원석사과정","주로 일하였음","","359",
"청도군","계","대학원석사과정","틈틈이 일하였음","","9",
"청도군","계","대학원석사과정","일시 휴직","","",
"청도군","계","대학원석사과정","일하지 않았음","","186",
"청도군","계","대학원석사과정","미상","","",
"청도군","계","대학원박사과정","15세 이상 인구","","123",
"청도군","계","대학원박사과정","일하였음-계","","91",
"청도군","계","대학원박사과정","주로 일하였음","","91",
"청도군","계","대학원박사과정","틈틈이 일하였음","","",
"청도군","계","대학원박사과정","일시 휴직","","",
"청도군","계","대학원박사과정","일하지 않았음","","32",
"청도군","계","대학원박사과정","미상","","",
"청도군","계","안 받았음(미취학 포함)","15세 이상 인구","","4775",
"청도군","계","안 받았음(미취학 포함)","일하였음-계","","1426",
"청도군","계","안 받았음(미취학 포함)","주로 일하였음","","1391",
"청도군","계","안 받았음(미취학 포함)","틈틈이 일하였음","","35",
"청도군","계","안 받았음(미취학 포함)","일시 휴직","","",
"청도군","계","안 받았음(미취학 포함)","일하지 않았음","","3349",
"청도군","계","안 받았음(미취학 포함)","미상","","",
"청도군","남자","계","15세 이상 인구","","17706",
"청도군","남자","계","일하였음-계","","12374",
"청도군","남자","계","주로 일하였음","","12221",
"청도군","남자","계","틈틈이 일하였음","","91",
"청도군","남자","계","일시 휴직","","62",
"청도군","남자","계","일하지 않았음","","5332",
"청도군","남자","계","미상","","",
"청도군","남자","초등학교","15세 이상 인구","","2788",
"청도군","남자","초등학교","일하였음-계","","1971",
"청도군","남자","초등학교","주로 일하였음","","1961",
"청도군","남자","초등학교","틈틈이 일하였음","","10",
"청도군","남자","초등학교","일시 휴직","","",
"청도군","남자","초등학교","일하지 않았음","","817",
"청도군","남자","초등학교","미상","","",
"청도군","남자","중학교","15세 이상 인구","","2473",
"청도군","남자","중학교","일하였음-계","","1811",
"청도군","남자","중학교","주로 일하였음","","1793",
"청도군","남자","중학교","틈틈이 일하였음","","1",
"청도군","남자","중학교","일시 휴직","","17",
"청도군","남자","중학교","일하지 않았음","","662",
"청도군","남자","중학교","미상","","",
"청도군","남자","고등학교","15세 이상 인구","","6257",
"청도군","남자","고등학교","일하였음-계","","4323",
"청도군","남자","고등학교","주로 일하였음","","4255",
"청도군","남자","고등학교","틈틈이 일하였음","","28",
"청도군","남자","고등학교","일시 휴직","","40",
"청도군","남자","고등학교","일하지 않았음","","1934",
"청도군","남자","고등학교","미상","","",
"청도군","남자","대학(4년제 미만)","15세 이상 인구","","1988",
"청도군","남자","대학(4년제 미만)","일하였음-계","","1613",
"청도군","남자","대학(4년제 미만)","주로 일하였음","","1593",
"청도군","남자","대학(4년제 미만)","틈틈이 일하였음","","20",
"청도군","남자","대학(4년제 미만)","일시 휴직","","",
"청도군","남자","대학(4년제 미만)","일하지 않았음","","375",
"청도군","남자","대학(4년제 미만)","미상","","",
"청도군","남자","대학교(4년제 이상)","15세 이상 인구","","2931",
"청도군","남자","대학교(4년제 이상)","일하였음-계","","2042",
"청도군","남자","대학교(4년제 이상)","주로 일하였음","","2014",
"청도군","남자","대학교(4년제 이상)","틈틈이 일하였음","","23",
"청도군","남자","대학교(4년제 이상)","일시 휴직","","5",
"청도군","남자","대학교(4년제 이상)","일하지 않았음","","889",
"청도군","남자","대학교(4년제 이상)","미상","","",
"청도군","남자","대학원석사과정","15세 이상 인구","","362",
"청도군","남자","대학원석사과정","일하였음-계","","240",
"청도군","남자","대학원석사과정","주로 일하였음","","235",
"청도군","남자","대학원석사과정","틈틈이 일하였음","","5",
"청도군","남자","대학원석사과정","일시 휴직","","",
"청도군","남자","대학원석사과정","일하지 않았음","","122",
"청도군","남자","대학원석사과정","미상","","",
"청도군","남자","대학원박사과정","15세 이상 인구","","98",
"청도군","남자","대학원박사과정","일하였음-계","","70",
"청도군","남자","대학원박사과정","주로 일하였음","","70",
"청도군","남자","대학원박사과정","틈틈이 일하였음","","",
"청도군","남자","대학원박사과정","일시 휴직","","",
"청도군","남자","대학원박사과정","일하지 않았음","","28",
"청도군","남자","대학원박사과정","미상","","",
"청도군","남자","안 받았음(미취학 포함)","15세 이상 인구","","809",
"청도군","남자","안 받았음(미취학 포함)","일하였음-계","","304",
"청도군","남자","안 받았음(미취학 포함)","주로 일하였음","","300",
"청도군","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","4",
"청도군","남자","안 받았음(미취학 포함)","일시 휴직","","",
"청도군","남자","안 받았음(미취학 포함)","일하지 않았음","","505",
"청도군","남자","안 받았음(미취학 포함)","미상","","",
"청도군","여자","계","15세 이상 인구","","20113",
"청도군","여자","계","일하였음-계","","10754",
"청도군","여자","계","주로 일하였음","","10396",
"청도군","여자","계","틈틈이 일하였음","","331",
"청도군","여자","계","일시 휴직","","27",
"청도군","여자","계","일하지 않았음","","9359",
"청도군","여자","계","미상","","",
"청도군","여자","초등학교","15세 이상 인구","","5037",
"청도군","여자","초등학교","일하였음-계","","3005",
"청도군","여자","초등학교","주로 일하였음","","2922",
"청도군","여자","초등학교","틈틈이 일하였음","","83",
"청도군","여자","초등학교","일시 휴직","","",
"청도군","여자","초등학교","일하지 않았음","","2032",
"청도군","여자","초등학교","미상","","",
"청도군","여자","중학교","15세 이상 인구","","2780",
"청도군","여자","중학교","일하였음-계","","1868",
"청도군","여자","중학교","주로 일하였음","","1818",
"청도군","여자","중학교","틈틈이 일하였음","","47",
"청도군","여자","중학교","일시 휴직","","3",
"청도군","여자","중학교","일하지 않았음","","912",
"청도군","여자","중학교","미상","","",
"청도군","여자","고등학교","15세 이상 인구","","4663",
"청도군","여자","고등학교","일하였음-계","","2569",
"청도군","여자","고등학교","주로 일하였음","","2484",
"청도군","여자","고등학교","틈틈이 일하였음","","85",
"청도군","여자","고등학교","일시 휴직","","",
"청도군","여자","고등학교","일하지 않았음","","2094",
"청도군","여자","고등학교","미상","","",
"청도군","여자","대학(4년제 미만)","15세 이상 인구","","1420",
"청도군","여자","대학(4년제 미만)","일하였음-계","","841",
"청도군","여자","대학(4년제 미만)","주로 일하였음","","810",
"청도군","여자","대학(4년제 미만)","틈틈이 일하였음","","19",
"청도군","여자","대학(4년제 미만)","일시 휴직","","12",
"청도군","여자","대학(4년제 미만)","일하지 않았음","","579",
"청도군","여자","대학(4년제 미만)","미상","","",
"청도군","여자","대학교(4년제 이상)","15세 이상 인구","","2030",
"청도군","여자","대학교(4년제 이상)","일하였음-계","","1200",
"청도군","여자","대학교(4년제 이상)","주로 일하였음","","1126",
"청도군","여자","대학교(4년제 이상)","틈틈이 일하였음","","62",
"청도군","여자","대학교(4년제 이상)","일시 휴직","","12",
"청도군","여자","대학교(4년제 이상)","일하지 않았음","","830",
"청도군","여자","대학교(4년제 이상)","미상","","",
"청도군","여자","대학원석사과정","15세 이상 인구","","192",
"청도군","여자","대학원석사과정","일하였음-계","","128",
"청도군","여자","대학원석사과정","주로 일하였음","","124",
"청도군","여자","대학원석사과정","틈틈이 일하였음","","4",
"청도군","여자","대학원석사과정","일시 휴직","","",
"청도군","여자","대학원석사과정","일하지 않았음","","64",
"청도군","여자","대학원석사과정","미상","","",
"청도군","여자","대학원박사과정","15세 이상 인구","","25",
"청도군","여자","대학원박사과정","일하였음-계","","21",
"청도군","여자","대학원박사과정","주로 일하였음","","21",
"청도군","여자","대학원박사과정","틈틈이 일하였음","","",
"청도군","여자","대학원박사과정","일시 휴직","","",
"청도군","여자","대학원박사과정","일하지 않았음","","4",
"청도군","여자","대학원박사과정","미상","","",
"청도군","여자","안 받았음(미취학 포함)","15세 이상 인구","","3966",
"청도군","여자","안 받았음(미취학 포함)","일하였음-계","","1122",
"청도군","여자","안 받았음(미취학 포함)","주로 일하였음","","1091",
"청도군","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","31",
"청도군","여자","안 받았음(미취학 포함)","일시 휴직","","",
"청도군","여자","안 받았음(미취학 포함)","일하지 않았음","","2844",
"청도군","여자","안 받았음(미취학 포함)","미상","","",
"고령군","계","계","15세 이상 인구","","28763",
"고령군","계","계","일하였음-계","","16993",
"고령군","계","계","주로 일하였음","","16202",
"고령군","계","계","틈틈이 일하였음","","670",
"고령군","계","계","일시 휴직","","121",
"고령군","계","계","일하지 않았음","","11770",
"고령군","계","계","미상","","",
"고령군","계","초등학교","15세 이상 인구","","5694",
"고령군","계","초등학교","일하였음-계","","2730",
"고령군","계","초등학교","주로 일하였음","","2575",
"고령군","계","초등학교","틈틈이 일하였음","","143",
"고령군","계","초등학교","일시 휴직","","12",
"고령군","계","초등학교","일하지 않았음","","2964",
"고령군","계","초등학교","미상","","",
"고령군","계","중학교","15세 이상 인구","","4311",
"고령군","계","중학교","일하였음-계","","2770",
"고령군","계","중학교","주로 일하였음","","2648",
"고령군","계","중학교","틈틈이 일하였음","","91",
"고령군","계","중학교","일시 휴직","","31",
"고령군","계","중학교","일하지 않았음","","1541",
"고령군","계","중학교","미상","","",
"고령군","계","고등학교","15세 이상 인구","","9627",
"고령군","계","고등학교","일하였음-계","","6293",
"고령군","계","고등학교","주로 일하였음","","6065",
"고령군","계","고등학교","틈틈이 일하였음","","185",
"고령군","계","고등학교","일시 휴직","","43",
"고령군","계","고등학교","일하지 않았음","","3334",
"고령군","계","고등학교","미상","","",
"고령군","계","대학(4년제 미만)","15세 이상 인구","","3074",
"고령군","계","대학(4년제 미만)","일하였음-계","","2274",
"고령군","계","대학(4년제 미만)","주로 일하였음","","2198",
"고령군","계","대학(4년제 미만)","틈틈이 일하였음","","64",
"고령군","계","대학(4년제 미만)","일시 휴직","","12",
"고령군","계","대학(4년제 미만)","일하지 않았음","","800",
"고령군","계","대학(4년제 미만)","미상","","",
"고령군","계","대학교(4년제 이상)","15세 이상 인구","","3121",
"고령군","계","대학교(4년제 이상)","일하였음-계","","2095",
"고령군","계","대학교(4년제 이상)","주로 일하였음","","1964",
"고령군","계","대학교(4년제 이상)","틈틈이 일하였음","","114",
"고령군","계","대학교(4년제 이상)","일시 휴직","","17",
"고령군","계","대학교(4년제 이상)","일하지 않았음","","1026",
"고령군","계","대학교(4년제 이상)","미상","","",
"고령군","계","대학원석사과정","15세 이상 인구","","248",
"고령군","계","대학원석사과정","일하였음-계","","201",
"고령군","계","대학원석사과정","주로 일하였음","","187",
"고령군","계","대학원석사과정","틈틈이 일하였음","","12",
"고령군","계","대학원석사과정","일시 휴직","","2",
"고령군","계","대학원석사과정","일하지 않았음","","47",
"고령군","계","대학원석사과정","미상","","",
"고령군","계","대학원박사과정","15세 이상 인구","","86",
"고령군","계","대학원박사과정","일하였음-계","","74",
"고령군","계","대학원박사과정","주로 일하였음","","67",
"고령군","계","대학원박사과정","틈틈이 일하였음","","3",
"고령군","계","대학원박사과정","일시 휴직","","4",
"고령군","계","대학원박사과정","일하지 않았음","","12",
"고령군","계","대학원박사과정","미상","","",
"고령군","계","안 받았음(미취학 포함)","15세 이상 인구","","2602",
"고령군","계","안 받았음(미취학 포함)","일하였음-계","","556",
"고령군","계","안 받았음(미취학 포함)","주로 일하였음","","498",
"고령군","계","안 받았음(미취학 포함)","틈틈이 일하였음","","58",
"고령군","계","안 받았음(미취학 포함)","일시 휴직","","",
"고령군","계","안 받았음(미취학 포함)","일하지 않았음","","2046",
"고령군","계","안 받았음(미취학 포함)","미상","","",
"고령군","남자","계","15세 이상 인구","","14099",
"고령군","남자","계","일하였음-계","","9812",
"고령군","남자","계","주로 일하였음","","9610",
"고령군","남자","계","틈틈이 일하였음","","135",
"고령군","남자","계","일시 휴직","","67",
"고령군","남자","계","일하지 않았음","","4287",
"고령군","남자","계","미상","","",
"고령군","남자","초등학교","15세 이상 인구","","2105",
"고령군","남자","초등학교","일하였음-계","","1222",
"고령군","남자","초등학교","주로 일하였음","","1188",
"고령군","남자","초등학교","틈틈이 일하였음","","27",
"고령군","남자","초등학교","일시 휴직","","7",
"고령군","남자","초등학교","일하지 않았음","","883",
"고령군","남자","초등학교","미상","","",
"고령군","남자","중학교","15세 이상 인구","","2221",
"고령군","남자","중학교","일하였음-계","","1445",
"고령군","남자","중학교","주로 일하였음","","1419",
"고령군","남자","중학교","틈틈이 일하였음","","14",
"고령군","남자","중학교","일시 휴직","","12",
"고령군","남자","중학교","일하지 않았음","","776",
"고령군","남자","중학교","미상","","",
"고령군","남자","고등학교","15세 이상 인구","","5390",
"고령군","남자","고등학교","일하였음-계","","3940",
"고령군","남자","고등학교","주로 일하였음","","3865",
"고령군","남자","고등학교","틈틈이 일하였음","","44",
"고령군","남자","고등학교","일시 휴직","","31",
"고령군","남자","고등학교","일하지 않았음","","1450",
"고령군","남자","고등학교","미상","","",
"고령군","남자","대학(4년제 미만)","15세 이상 인구","","1832",
"고령군","남자","대학(4년제 미만)","일하였음-계","","1482",
"고령군","남자","대학(4년제 미만)","주로 일하였음","","1463",
"고령군","남자","대학(4년제 미만)","틈틈이 일하였음","","14",
"고령군","남자","대학(4년제 미만)","일시 휴직","","5",
"고령군","남자","대학(4년제 미만)","일하지 않았음","","350",
"고령군","남자","대학(4년제 미만)","미상","","",
"고령군","남자","대학교(4년제 이상)","15세 이상 인구","","1845",
"고령군","남자","대학교(4년제 이상)","일하였음-계","","1391",
"고령군","남자","대학교(4년제 이상)","주로 일하였음","","1352",
"고령군","남자","대학교(4년제 이상)","틈틈이 일하였음","","29",
"고령군","남자","대학교(4년제 이상)","일시 휴직","","10",
"고령군","남자","대학교(4년제 이상)","일하지 않았음","","454",
"고령군","남자","대학교(4년제 이상)","미상","","",
"고령군","남자","대학원석사과정","15세 이상 인구","","137",
"고령군","남자","대학원석사과정","일하였음-계","","112",
"고령군","남자","대학원석사과정","주로 일하였음","","106",
"고령군","남자","대학원석사과정","틈틈이 일하였음","","4",
"고령군","남자","대학원석사과정","일시 휴직","","2",
"고령군","남자","대학원석사과정","일하지 않았음","","25",
"고령군","남자","대학원석사과정","미상","","",
"고령군","남자","대학원박사과정","15세 이상 인구","","63",
"고령군","남자","대학원박사과정","일하였음-계","","51",
"고령군","남자","대학원박사과정","주로 일하였음","","48",
"고령군","남자","대학원박사과정","틈틈이 일하였음","","3",
"고령군","남자","대학원박사과정","일시 휴직","","",
"고령군","남자","대학원박사과정","일하지 않았음","","12",
"고령군","남자","대학원박사과정","미상","","",
"고령군","남자","안 받았음(미취학 포함)","15세 이상 인구","","506",
"고령군","남자","안 받았음(미취학 포함)","일하였음-계","","169",
"고령군","남자","안 받았음(미취학 포함)","주로 일하였음","","169",
"고령군","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","",
"고령군","남자","안 받았음(미취학 포함)","일시 휴직","","",
"고령군","남자","안 받았음(미취학 포함)","일하지 않았음","","337",
"고령군","남자","안 받았음(미취학 포함)","미상","","",
"고령군","여자","계","15세 이상 인구","","14664",
"고령군","여자","계","일하였음-계","","7181",
"고령군","여자","계","주로 일하였음","","6592",
"고령군","여자","계","틈틈이 일하였음","","535",
"고령군","여자","계","일시 휴직","","54",
"고령군","여자","계","일하지 않았음","","7483",
"고령군","여자","계","미상","","",
"고령군","여자","초등학교","15세 이상 인구","","3589",
"고령군","여자","초등학교","일하였음-계","","1508",
"고령군","여자","초등학교","주로 일하였음","","1387",
"고령군","여자","초등학교","틈틈이 일하였음","","116",
"고령군","여자","초등학교","일시 휴직","","5",
"고령군","여자","초등학교","일하지 않았음","","2081",
"고령군","여자","초등학교","미상","","",
"고령군","여자","중학교","15세 이상 인구","","2090",
"고령군","여자","중학교","일하였음-계","","1325",
"고령군","여자","중학교","주로 일하였음","","1229",
"고령군","여자","중학교","틈틈이 일하였음","","77",
"고령군","여자","중학교","일시 휴직","","19",
"고령군","여자","중학교","일하지 않았음","","765",
"고령군","여자","중학교","미상","","",
"고령군","여자","고등학교","15세 이상 인구","","4237",
"고령군","여자","고등학교","일하였음-계","","2353",
"고령군","여자","고등학교","주로 일하였음","","2200",
"고령군","여자","고등학교","틈틈이 일하였음","","141",
"고령군","여자","고등학교","일시 휴직","","12",
"고령군","여자","고등학교","일하지 않았음","","1884",
"고령군","여자","고등학교","미상","","",
"고령군","여자","대학(4년제 미만)","15세 이상 인구","","1242",
"고령군","여자","대학(4년제 미만)","일하였음-계","","792",
"고령군","여자","대학(4년제 미만)","주로 일하였음","","735",
"고령군","여자","대학(4년제 미만)","틈틈이 일하였음","","50",
"고령군","여자","대학(4년제 미만)","일시 휴직","","7",
"고령군","여자","대학(4년제 미만)","일하지 않았음","","450",
"고령군","여자","대학(4년제 미만)","미상","","",
"고령군","여자","대학교(4년제 이상)","15세 이상 인구","","1276",
"고령군","여자","대학교(4년제 이상)","일하였음-계","","704",
"고령군","여자","대학교(4년제 이상)","주로 일하였음","","612",
"고령군","여자","대학교(4년제 이상)","틈틈이 일하였음","","85",
"고령군","여자","대학교(4년제 이상)","일시 휴직","","7",
"고령군","여자","대학교(4년제 이상)","일하지 않았음","","572",
"고령군","여자","대학교(4년제 이상)","미상","","",
"고령군","여자","대학원석사과정","15세 이상 인구","","111",
"고령군","여자","대학원석사과정","일하였음-계","","89",
"고령군","여자","대학원석사과정","주로 일하였음","","81",
"고령군","여자","대학원석사과정","틈틈이 일하였음","","8",
"고령군","여자","대학원석사과정","일시 휴직","","",
"고령군","여자","대학원석사과정","일하지 않았음","","22",
"고령군","여자","대학원석사과정","미상","","",
"고령군","여자","대학원박사과정","15세 이상 인구","","23",
"고령군","여자","대학원박사과정","일하였음-계","","23",
"고령군","여자","대학원박사과정","주로 일하였음","","19",
"고령군","여자","대학원박사과정","틈틈이 일하였음","","",
"고령군","여자","대학원박사과정","일시 휴직","","4",
"고령군","여자","대학원박사과정","일하지 않았음","","",
"고령군","여자","대학원박사과정","미상","","",
"고령군","여자","안 받았음(미취학 포함)","15세 이상 인구","","2096",
"고령군","여자","안 받았음(미취학 포함)","일하였음-계","","387",
"고령군","여자","안 받았음(미취학 포함)","주로 일하였음","","329",
"고령군","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","58",
"고령군","여자","안 받았음(미취학 포함)","일시 휴직","","",
"고령군","여자","안 받았음(미취학 포함)","일하지 않았음","","1709",
"고령군","여자","안 받았음(미취학 포함)","미상","","",
"성주군","계","계","15세 이상 인구","","35945",
"성주군","계","계","일하였음-계","","22771",
"성주군","계","계","주로 일하였음","","21828",
"성주군","계","계","틈틈이 일하였음","","708",
"성주군","계","계","일시 휴직","","235",
"성주군","계","계","일하지 않았음","","13174",
"성주군","계","계","미상","","",
"성주군","계","초등학교","15세 이상 인구","","7414",
"성주군","계","초등학교","일하였음-계","","4194",
"성주군","계","초등학교","주로 일하였음","","3985",
"성주군","계","초등학교","틈틈이 일하였음","","179",
"성주군","계","초등학교","일시 휴직","","30",
"성주군","계","초등학교","일하지 않았음","","3220",
"성주군","계","초등학교","미상","","",
"성주군","계","중학교","15세 이상 인구","","5540",
"성주군","계","중학교","일하였음-계","","3929",
"성주군","계","중학교","주로 일하였음","","3820",
"성주군","계","중학교","틈틈이 일하였음","","64",
"성주군","계","중학교","일시 휴직","","45",
"성주군","계","중학교","일하지 않았음","","1611",
"성주군","계","중학교","미상","","",
"성주군","계","고등학교","15세 이상 인구","","12069",
"성주군","계","고등학교","일하였음-계","","8582",
"성주군","계","고등학교","주로 일하였음","","8321",
"성주군","계","고등학교","틈틈이 일하였음","","191",
"성주군","계","고등학교","일시 휴직","","70",
"성주군","계","고등학교","일하지 않았음","","3487",
"성주군","계","고등학교","미상","","",
"성주군","계","대학(4년제 미만)","15세 이상 인구","","3538",
"성주군","계","대학(4년제 미만)","일하였음-계","","2611",
"성주군","계","대학(4년제 미만)","주로 일하였음","","2475",
"성주군","계","대학(4년제 미만)","틈틈이 일하였음","","98",
"성주군","계","대학(4년제 미만)","일시 휴직","","38",
"성주군","계","대학(4년제 미만)","일하지 않았음","","927",
"성주군","계","대학(4년제 미만)","미상","","",
"성주군","계","대학교(4년제 이상)","15세 이상 인구","","3727",
"성주군","계","대학교(4년제 이상)","일하였음-계","","2568",
"성주군","계","대학교(4년제 이상)","주로 일하였음","","2413",
"성주군","계","대학교(4년제 이상)","틈틈이 일하였음","","131",
"성주군","계","대학교(4년제 이상)","일시 휴직","","24",
"성주군","계","대학교(4년제 이상)","일하지 않았음","","1159",
"성주군","계","대학교(4년제 이상)","미상","","",
"성주군","계","대학원석사과정","15세 이상 인구","","269",
"성주군","계","대학원석사과정","일하였음-계","","205",
"성주군","계","대학원석사과정","주로 일하였음","","185",
"성주군","계","대학원석사과정","틈틈이 일하였음","","12",
"성주군","계","대학원석사과정","일시 휴직","","8",
"성주군","계","대학원석사과정","일하지 않았음","","64",
"성주군","계","대학원석사과정","미상","","",
"성주군","계","대학원박사과정","15세 이상 인구","","59",
"성주군","계","대학원박사과정","일하였음-계","","42",
"성주군","계","대학원박사과정","주로 일하였음","","32",
"성주군","계","대학원박사과정","틈틈이 일하였음","","4",
