"행정구역(시군구)별","거주외국인별","연령별","항목","단위","2019 년",
"문경시","외국국적동포","30 - 39세","외국인 주민현항","명","8",
"문경시","외국국적동포","40 - 49세","외국인 주민현항","명","28",
"문경시","외국국적동포","50 - 59세","외국인 주민현항","명","31",
"문경시","외국국적동포","60 - 69세","외국인 주민현항","명","33",
"문경시","외국국적동포","70세 이상","외국인 주민현항","명","13",
"문경시","기타외국인","계","외국인 주민현항","명","416",
"문경시","기타외국인","0 - 9세","외국인 주민현항","명","11",
"문경시","기타외국인","10 - 19세","외국인 주민현항","명","10",
"문경시","기타외국인","20 - 29세","외국인 주민현항","명","78",
"문경시","기타외국인","30 - 39세","외국인 주민현항","명","102",
"문경시","기타외국인","40 - 49세","외국인 주민현항","명","86",
"문경시","기타외국인","50 - 59세","외국인 주민현항","명","108",
"문경시","기타외국인","60 - 69세","외국인 주민현항","명","17",
"문경시","기타외국인","70세 이상","외국인 주민현항","명","*",
"문경시","한국국적을 취득한 자","계","외국인 주민현항","명","279",
"문경시","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"문경시","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"문경시","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","28",
"문경시","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","131",
"문경시","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","80",
"문경시","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","21",
"문경시","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","11",
"문경시","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"경산시","합계","계","외국인 주민현항","명","16207",
"경산시","합계","0 - 9세","외국인 주민현항","명","368",
"경산시","합계","10 - 19세","외국인 주민현항","명","1340",
"경산시","합계","20 - 29세","외국인 주민현항","명","7466",
"경산시","합계","30 - 39세","외국인 주민현항","명","3988",
"경산시","합계","40 - 49세","외국인 주민현항","명","1836",
"경산시","합계","50 - 59세","외국인 주민현항","명","867",
"경산시","합계","60 - 69세","외국인 주민현항","명","273",
"경산시","합계","70세 이상","외국인 주민현항","명","69",
"경산시","한국국적을 가지지 않은 자","계","외국인 주민현항","명","15542",
"경산시","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","359",
"경산시","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","1321",
"경산시","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","7363",
"경산시","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","3677",
"경산시","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","1691",
"경산시","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","817",
"경산시","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","252",
"경산시","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","62",
"경산시","외국인근로자","계","외국인 주민현항","명","2601",
"경산시","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"경산시","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"경산시","외국인근로자","20 - 29세","외국인 주민현항","명","964",
"경산시","외국인근로자","30 - 39세","외국인 주민현항","명","1155",
"경산시","외국인근로자","40 - 49세","외국인 주민현항","명","333",
"경산시","외국인근로자","50 - 59세","외국인 주민현항","명","131",
"경산시","외국인근로자","60 - 69세","외국인 주민현항","명","14",
"경산시","외국인근로자","70세 이상","외국인 주민현항","명","*",
"경산시","결혼이민자","계","외국인 주민현항","명","786",
"경산시","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"경산시","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"경산시","결혼이민자","20 - 29세","외국인 주민현항","명","259",
"경산시","결혼이민자","30 - 39세","외국인 주민현항","명","320",
"경산시","결혼이민자","40 - 49세","외국인 주민현항","명","119",
"경산시","결혼이민자","50 - 59세","외국인 주민현항","명","62",
"경산시","결혼이민자","60 - 69세","외국인 주민현항","명","21",
"경산시","결혼이민자","70세 이상","외국인 주민현항","명","*",
"경산시","유학생","계","외국인 주민현항","명","6188",
"경산시","유학생","0 - 9세","외국인 주민현항","명","*",
"경산시","유학생","10 - 19세","외국인 주민현항","명","1183",
"경산시","유학생","20 - 29세","외국인 주민현항","명","4632",
"경산시","유학생","30 - 39세","외국인 주민현항","명","341",
"경산시","유학생","40 - 49세","외국인 주민현항","명","30",
"경산시","유학생","50 - 59세","외국인 주민현항","명","*",
"경산시","유학생","60 - 69세","외국인 주민현항","명","*",
"경산시","유학생","70세 이상","외국인 주민현항","명","*",
"경산시","외국국적동포","계","외국인 주민현항","명","535",
"경산시","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"경산시","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"경산시","외국국적동포","20 - 29세","외국인 주민현항","명","34",
"경산시","외국국적동포","30 - 39세","외국인 주민현항","명","104",
"경산시","외국국적동포","40 - 49세","외국인 주민현항","명","113",
"경산시","외국국적동포","50 - 59세","외국인 주민현항","명","124",
"경산시","외국국적동포","60 - 69세","외국인 주민현항","명","116",
"경산시","외국국적동포","70세 이상","외국인 주민현항","명","39",
"경산시","기타외국인","계","외국인 주민현항","명","5432",
"경산시","기타외국인","0 - 9세","외국인 주민현항","명","356",
"경산시","기타외국인","10 - 19세","외국인 주민현항","명","131",
"경산시","기타외국인","20 - 29세","외국인 주민현항","명","1474",
"경산시","기타외국인","30 - 39세","외국인 주민현항","명","1757",
"경산시","기타외국인","40 - 49세","외국인 주민현항","명","1096",
"경산시","기타외국인","50 - 59세","외국인 주민현항","명","499",
"경산시","기타외국인","60 - 69세","외국인 주민현항","명","100",
"경산시","기타외국인","70세 이상","외국인 주민현항","명","19",
"경산시","한국국적을 취득한 자","계","외국인 주민현항","명","665",
"경산시","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","9",
"경산시","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","19",
"경산시","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","103",
"경산시","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","311",
"경산시","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","145",
"경산시","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","50",
"경산시","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","21",
"경산시","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","7",
"군위군","합계","계","외국인 주민현항","명","822",
"군위군","합계","0 - 9세","외국인 주민현항","명","*",
"군위군","합계","10 - 19세","외국인 주민현항","명","7",
"군위군","합계","20 - 29세","외국인 주민현항","명","287",
"군위군","합계","30 - 39세","외국인 주민현항","명","339",
"군위군","합계","40 - 49세","외국인 주민현항","명","110",
"군위군","합계","50 - 59세","외국인 주민현항","명","56",
"군위군","합계","60 - 69세","외국인 주민현항","명","15",
"군위군","합계","70세 이상","외국인 주민현항","명","*",
"군위군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","749",
"군위군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"군위군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","5",
"군위군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","277",
"군위군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","298",
"군위군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","98",
"군위군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","52",
"군위군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","13",
"군위군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","*",
"군위군","외국인근로자","계","외국인 주민현항","명","334",
"군위군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"군위군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"군위군","외국인근로자","20 - 29세","외국인 주민현항","명","142",
"군위군","외국인근로자","30 - 39세","외국인 주민현항","명","156",
"군위군","외국인근로자","40 - 49세","외국인 주민현항","명","28",
"군위군","외국인근로자","50 - 59세","외국인 주민현항","명","6",
"군위군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"군위군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"군위군","결혼이민자","계","외국인 주민현항","명","85",
"군위군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"군위군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"군위군","결혼이민자","20 - 29세","외국인 주민현항","명","34",
"군위군","결혼이민자","30 - 39세","외국인 주민현항","명","32",
"군위군","결혼이민자","40 - 49세","외국인 주민현항","명","14",
"군위군","결혼이민자","50 - 59세","외국인 주민현항","명","*",
"군위군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"군위군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"군위군","유학생","계","외국인 주민현항","명","*",
"군위군","유학생","0 - 9세","외국인 주민현항","명","*",
"군위군","유학생","10 - 19세","외국인 주민현항","명","*",
"군위군","유학생","20 - 29세","외국인 주민현항","명","*",
"군위군","유학생","30 - 39세","외국인 주민현항","명","*",
"군위군","유학생","40 - 49세","외국인 주민현항","명","*",
"군위군","유학생","50 - 59세","외국인 주민현항","명","*",
"군위군","유학생","60 - 69세","외국인 주민현항","명","*",
"군위군","유학생","70세 이상","외국인 주민현항","명","*",
"군위군","외국국적동포","계","외국인 주민현항","명","24",
"군위군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"군위군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"군위군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"군위군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"군위군","외국국적동포","40 - 49세","외국인 주민현항","명","7",
"군위군","외국국적동포","50 - 59세","외국인 주민현항","명","7",
"군위군","외국국적동포","60 - 69세","외국인 주민현항","명","5",
"군위군","외국국적동포","70세 이상","외국인 주민현항","명","*",
"군위군","기타외국인","계","외국인 주민현항","명","306",
"군위군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"군위군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"군위군","기타외국인","20 - 29세","외국인 주민현항","명","101",
"군위군","기타외국인","30 - 39세","외국인 주민현항","명","108",
"군위군","기타외국인","40 - 49세","외국인 주민현항","명","49",
"군위군","기타외국인","50 - 59세","외국인 주민현항","명","36",
"군위군","기타외국인","60 - 69세","외국인 주민현항","명","6",
"군위군","기타외국인","70세 이상","외국인 주민현항","명","*",
"군위군","한국국적을 취득한 자","계","외국인 주민현항","명","73",
"군위군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"군위군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"군위군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","10",
"군위군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","41",
"군위군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","12",
"군위군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","*",
"군위군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"군위군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"의성군","합계","계","외국인 주민현항","명","1057",
"의성군","합계","0 - 9세","외국인 주민현항","명","5",
"의성군","합계","10 - 19세","외국인 주민현항","명","10",
"의성군","합계","20 - 29세","외국인 주민현항","명","304",
"의성군","합계","30 - 39세","외국인 주민현항","명","335",
"의성군","합계","40 - 49세","외국인 주민현항","명","186",
"의성군","합계","50 - 59세","외국인 주민현항","명","130",
"의성군","합계","60 - 69세","외국인 주민현항","명","67",
"의성군","합계","70세 이상","외국인 주민현항","명","20",
"의성군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","911",
"의성군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"의성군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","9",
"의성군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","289",
"의성군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","259",
"의성군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","154",
"의성군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","117",
"의성군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","61",
"의성군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","18",
"의성군","외국인근로자","계","외국인 주민현항","명","321",
"의성군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"의성군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"의성군","외국인근로자","20 - 29세","외국인 주민현항","명","144",
"의성군","외국인근로자","30 - 39세","외국인 주민현항","명","115",
"의성군","외국인근로자","40 - 49세","외국인 주민현항","명","44",
"의성군","외국인근로자","50 - 59세","외국인 주민현항","명","15",
"의성군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"의성군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"의성군","결혼이민자","계","외국인 주민현항","명","171",
"의성군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"의성군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"의성군","결혼이민자","20 - 29세","외국인 주민현항","명","52",
"의성군","결혼이민자","30 - 39세","외국인 주민현항","명","56",
"의성군","결혼이민자","40 - 49세","외국인 주민현항","명","28",
"의성군","결혼이민자","50 - 59세","외국인 주민현항","명","21",
"의성군","결혼이민자","60 - 69세","외국인 주민현항","명","8",
"의성군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"의성군","유학생","계","외국인 주민현항","명","*",
"의성군","유학생","0 - 9세","외국인 주민현항","명","*",
"의성군","유학생","10 - 19세","외국인 주민현항","명","*",
"의성군","유학생","20 - 29세","외국인 주민현항","명","*",
"의성군","유학생","30 - 39세","외국인 주민현항","명","*",
"의성군","유학생","40 - 49세","외국인 주민현항","명","*",
"의성군","유학생","50 - 59세","외국인 주민현항","명","*",
"의성군","유학생","60 - 69세","외국인 주민현항","명","*",
"의성군","유학생","70세 이상","외국인 주민현항","명","*",
"의성군","외국국적동포","계","외국인 주민현항","명","59",
"의성군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"의성군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"의성군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"의성군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"의성군","외국국적동포","40 - 49세","외국인 주민현항","명","7",
"의성군","외국국적동포","50 - 59세","외국인 주민현항","명","13",
"의성군","외국국적동포","60 - 69세","외국인 주민현항","명","28",
"의성군","외국국적동포","70세 이상","외국인 주민현항","명","*",
"의성군","기타외국인","계","외국인 주민현항","명","360",
"의성군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"의성군","기타외국인","10 - 19세","외국인 주민현항","명","7",
"의성군","기타외국인","20 - 29세","외국인 주민현항","명","90",
"의성군","기타외국인","30 - 39세","외국인 주민현항","명","84",
"의성군","기타외국인","40 - 49세","외국인 주민현항","명","75",
"의성군","기타외국인","50 - 59세","외국인 주민현항","명","68",
"의성군","기타외국인","60 - 69세","외국인 주민현항","명","22",
"의성군","기타외국인","70세 이상","외국인 주민현항","명","10",
"의성군","한국국적을 취득한 자","계","외국인 주민현항","명","146",
"의성군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"의성군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"의성군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","15",
"의성군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","76",
"의성군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","32",
"의성군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","13",
"의성군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","6",
"의성군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"청송군","합계","계","외국인 주민현항","명","417",
"청송군","합계","0 - 9세","외국인 주민현항","명","*",
"청송군","합계","10 - 19세","외국인 주민현항","명","5",
"청송군","합계","20 - 29세","외국인 주민현항","명","109",
"청송군","합계","30 - 39세","외국인 주민현항","명","137",
"청송군","합계","40 - 49세","외국인 주민현항","명","63",
"청송군","합계","50 - 59세","외국인 주민현항","명","65",
"청송군","합계","60 - 69세","외국인 주민현항","명","26",
"청송군","합계","70세 이상","외국인 주민현항","명","12",
"청송군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","324",
"청송군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"청송군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","5",
"청송군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","90",
"청송군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","95",
"청송군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","48",
"청송군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","56",
"청송군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","21",
"청송군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","9",
"청송군","외국인근로자","계","외국인 주민현항","명","30",
"청송군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"청송군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"청송군","외국인근로자","20 - 29세","외국인 주민현항","명","13",
"청송군","외국인근로자","30 - 39세","외국인 주민현항","명","10",
"청송군","외국인근로자","40 - 49세","외국인 주민현항","명","*",
"청송군","외국인근로자","50 - 59세","외국인 주민현항","명","*",
"청송군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"청송군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"청송군","결혼이민자","계","외국인 주민현항","명","99",
"청송군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"청송군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"청송군","결혼이민자","20 - 29세","외국인 주민현항","명","33",
"청송군","결혼이민자","30 - 39세","외국인 주민현항","명","37",
"청송군","결혼이민자","40 - 49세","외국인 주민현항","명","6",
"청송군","결혼이민자","50 - 59세","외국인 주민현항","명","17",
"청송군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"청송군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"청송군","유학생","계","외국인 주민현항","명","*",
"청송군","유학생","0 - 9세","외국인 주민현항","명","*",
"청송군","유학생","10 - 19세","외국인 주민현항","명","*",
"청송군","유학생","20 - 29세","외국인 주민현항","명","*",
"청송군","유학생","30 - 39세","외국인 주민현항","명","*",
"청송군","유학생","40 - 49세","외국인 주민현항","명","*",
"청송군","유학생","50 - 59세","외국인 주민현항","명","*",
"청송군","유학생","60 - 69세","외국인 주민현항","명","*",
"청송군","유학생","70세 이상","외국인 주민현항","명","*",
"청송군","외국국적동포","계","외국인 주민현항","명","19",
"청송군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"청송군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"청송군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"청송군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"청송군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"청송군","외국국적동포","50 - 59세","외국인 주민현항","명","*",
"청송군","외국국적동포","60 - 69세","외국인 주민현항","명","8",
"청송군","외국국적동포","70세 이상","외국인 주민현항","명","5",
"청송군","기타외국인","계","외국인 주민현항","명","176",
"청송군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"청송군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"청송군","기타외국인","20 - 29세","외국인 주민현항","명","44",
"청송군","기타외국인","30 - 39세","외국인 주민현항","명","48",
"청송군","기타외국인","40 - 49세","외국인 주민현항","명","35",
"청송군","기타외국인","50 - 59세","외국인 주민현항","명","34",
"청송군","기타외국인","60 - 69세","외국인 주민현항","명","10",
"청송군","기타외국인","70세 이상","외국인 주민현항","명","*",
"청송군","한국국적을 취득한 자","계","외국인 주민현항","명","93",
"청송군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"청송군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"청송군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","19",
"청송군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","42",
"청송군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","15",
"청송군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","9",
"청송군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","5",
"청송군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"영양군","합계","계","외국인 주민현항","명","377",
"영양군","합계","0 - 9세","외국인 주민현항","명","*",
"영양군","합계","10 - 19세","외국인 주민현항","명","*",
"영양군","합계","20 - 29세","외국인 주민현항","명","94",
"영양군","합계","30 - 39세","외국인 주민현항","명","122",
"영양군","합계","40 - 49세","외국인 주민현항","명","71",
"영양군","합계","50 - 59세","외국인 주민현항","명","59",
"영양군","합계","60 - 69세","외국인 주민현항","명","24",
"영양군","합계","70세 이상","외국인 주민현항","명","*",
"영양군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","307",
"영양군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"영양군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","*",
"영양군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","83",
"영양군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","80",
"영양군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","62",
"영양군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","55",
"영양군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","22",
"영양군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","*",
"영양군","외국인근로자","계","외국인 주민현항","명","36",
"영양군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"영양군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"영양군","외국인근로자","20 - 29세","외국인 주민현항","명","22",
"영양군","외국인근로자","30 - 39세","외국인 주민현항","명","9",
"영양군","외국인근로자","40 - 49세","외국인 주민현항","명","*",
"영양군","외국인근로자","50 - 59세","외국인 주민현항","명","*",
"영양군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"영양군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"영양군","결혼이민자","계","외국인 주민현항","명","93",
"영양군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"영양군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"영양군","결혼이민자","20 - 29세","외국인 주민현항","명","31",
"영양군","결혼이민자","30 - 39세","외국인 주민현항","명","32",
"영양군","결혼이민자","40 - 49세","외국인 주민현항","명","15",
"영양군","결혼이민자","50 - 59세","외국인 주민현항","명","13",
"영양군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"영양군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"영양군","유학생","계","외국인 주민현항","명","*",
"영양군","유학생","0 - 9세","외국인 주민현항","명","*",
"영양군","유학생","10 - 19세","외국인 주민현항","명","*",
"영양군","유학생","20 - 29세","외국인 주민현항","명","*",
"영양군","유학생","30 - 39세","외국인 주민현항","명","*",
"영양군","유학생","40 - 49세","외국인 주민현항","명","*",
"영양군","유학생","50 - 59세","외국인 주민현항","명","*",
"영양군","유학생","60 - 69세","외국인 주민현항","명","*",
"영양군","유학생","70세 이상","외국인 주민현항","명","*",
"영양군","외국국적동포","계","외국인 주민현항","명","11",
"영양군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"영양군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"영양군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"영양군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"영양군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"영양군","외국국적동포","50 - 59세","외국인 주민현항","명","*",
"영양군","외국국적동포","60 - 69세","외국인 주민현항","명","*",
"영양군","외국국적동포","70세 이상","외국인 주민현항","명","*",
"영양군","기타외국인","계","외국인 주민현항","명","167",
"영양군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"영양군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"영양군","기타외국인","20 - 29세","외국인 주민현항","명","30",
"영양군","기타외국인","30 - 39세","외국인 주민현항","명","39",
"영양군","기타외국인","40 - 49세","외국인 주민현항","명","43",
"영양군","기타외국인","50 - 59세","외국인 주민현항","명","36",
"영양군","기타외국인","60 - 69세","외국인 주민현항","명","16",
"영양군","기타외국인","70세 이상","외국인 주민현항","명","*",
"영양군","한국국적을 취득한 자","계","외국인 주민현항","명","70",
"영양군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"영양군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"영양군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","11",
"영양군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","42",
"영양군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","9",
"영양군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","*",
"영양군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"영양군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"영덕군","합계","계","외국인 주민현항","명","1535",
"영덕군","합계","0 - 9세","외국인 주민현항","명","*",
"영덕군","합계","10 - 19세","외국인 주민현항","명","14",
"영덕군","합계","20 - 29세","외국인 주민현항","명","499",
"영덕군","합계","30 - 39세","외국인 주민현항","명","581",
"영덕군","합계","40 - 49세","외국인 주민현항","명","283",
"영덕군","합계","50 - 59세","외국인 주민현항","명","118",
"영덕군","합계","60 - 69세","외국인 주민현항","명","30",
"영덕군","합계","70세 이상","외국인 주민현항","명","7",
"영덕군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","1408",
"영덕군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"영덕군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","11",
"영덕군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","483",
"영덕군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","515",
"영덕군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","259",
"영덕군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","106",
"영덕군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","26",
"영덕군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","7",
"영덕군","외국인근로자","계","외국인 주민현항","명","802",
"영덕군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"영덕군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"영덕군","외국인근로자","20 - 29세","외국인 주민현항","명","333",
"영덕군","외국인근로자","30 - 39세","외국인 주민현항","명","321",
"영덕군","외국인근로자","40 - 49세","외국인 주민현항","명","135",
"영덕군","외국인근로자","50 - 59세","외국인 주민현항","명","11",
"영덕군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"영덕군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"영덕군","결혼이민자","계","외국인 주민현항","명","141",
"영덕군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"영덕군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"영덕군","결혼이민자","20 - 29세","외국인 주민현항","명","42",
"영덕군","결혼이민자","30 - 39세","외국인 주민현항","명","54",
"영덕군","결혼이민자","40 - 49세","외국인 주민현항","명","21",
"영덕군","결혼이민자","50 - 59세","외국인 주민현항","명","17",
"영덕군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"영덕군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"영덕군","유학생","계","외국인 주민현항","명","*",
"영덕군","유학생","0 - 9세","외국인 주민현항","명","*",
